form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00499343,SB29.8241,,,CCM,Brenner for Ohio,,,,,,8824 CLEARVIEW LAKE COURT,,Powell,OH,43065,P2024,,2024-03-01,1000.00,,,011,,Brenner for Ohio,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8204,,,CCM,Callender for Ohio,,,,,,4679 WINTERSET DRIVE,,Columbus,OH,43220,P2024,,2024-02-01,500.00,,,011,,Callender for Ohio,,Callender,Jamie,,,,,,,,,,,,,,
SB29,C00499343,SB29.8231,,,PAC,Chavez for Ohio,,,,,,114 Pineview Circle,,Marietta,OH,45750,P2024,,2024-03-01,1000.00,,,011,,Chavez for Ohio,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8239,,,CCM,Citizens for Gavarone,,,,,,1537 Cedar Lane,,Bowling Green,OH,43402,P2024,,2024-03-01,500.00,,,011,,Citizens for Gavarone,,,,,,,,OH,,,,,,,,,
SB29,C00499343,SB29.8215,,,PAC,Committee to Elect Gail Pavliga for State Representative,,,,,,1965 New Milford Road,,Atwater,OH,44201,P2024,,2024-02-06,500.00,,,011,,Committee to Elect Gail Pavliga for State Representative,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8210,,,CCM,Dave Yost for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-02-20,500.00,,,011,,Dave Yost for Ohio,,,,,,,,OH,,,,,,,,,
SB29,C00499343,SB29.8235,,,PAC,Dr. Terry Johnson for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-03-01,500.00,,,011,,Dr. Terry Johnson for Ohio,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8211,,,CCM,Friends of Andrea White,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-02-20,500.00,,,011,,Friends of Andrea White,,,,,,,H,OH,41,,,,,,,,
SB29,C00499343,SB29.8209,,,CCM,Friends of Brian Stewart,,,,,,597 Clark Ave.,,Ashville,OH,43103,P2024,,2024-02-14,500.00,,,011,,Friends of Brian Stewart,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8201,,,CCM,Friends of George Lang,,,,,,7727 Foxboro Drive,,West Chester,OH,45069,P2024,,2024-01-23,500.00,,,011,,Friends of George Lang,,,,,,,,OH,,,,,,,,,
SB29,C00499343,SB29.8236,,,CCM,Friends of Jerry Cirino,,,,,,8075 North Orchard Rd,,Concord,OH,44077,P2024,,2024-03-01,500.00,,,011,,Friends of Jerry Cirino,,,,,,,,OH,,,,,,,,,
SB29,C00499343,SB29.8240,,,CCM,Friends of Michelle Reynolds,,,,,,865 Macon Alley,,Columbus,OH,43206,P2024,,2024-03-01,500.00,,,011,,Friends of Michelle Reynolds,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8228,,,CCM,LaRe for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-02-20,500.00,,,011,,LaRe for Ohio,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8216,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-02-20,500.00,,,011,,Matt Huffman for Ohio,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8207,,,CCM,Monica Robb Blasdel for State Representative,,,,,,240 Aberdeen Ct,,Columbiana,OH,44408,P2024,,2024-02-06,500.00,,,011,,Monica Robb Blasdel for State Representative,,,,,,,,OH,,,,,,,,,
SB29,C00499343,SB29.8199,,,CCM,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),,,,,,4679 WINTERSET DRIVE,,COLUMBUS,OH,43220,P2024,,2024-01-01,5000.00,,,011,C30002026,REPUBLICAN SENATE CAMPAIGN COMMITTEE (RSCC),,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8203,,,CCM,Stephens for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,P2024,,2024-02-01,500.00,,,011,,Stephens for Ohio,,,,,,,,,,,,,,,,,
SB29,C00499343,SB29.8232,,,CCM,Steve Huffman for Ohio,,,,,,331 South Market St,,Troy,OH,45373,P2024,,2024-03-01,500.00,,,,,Steve Huffman for Ohio,,,,,,,,,,,,,,,,,
