form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00493072,SB.1,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,PO BOX 23537,,PITTSBURGH,PA,15222,G2024,,2024-09-04,5000.00,,CONTRIBUTION,,C00851980,,S2PA00661,MCCORMICK,DAVE,,,,S,PA,00,  ,,,,,,,
SB23,C00493072,SB.2,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,G2024,,2024-09-04,5000.00,,CONTRIBUTION,,C00870139,,S2WI00268,HOVDE,ERIC,D,,,S,WI,00,  ,,,,,,,
SB23,C00493072,SB.3,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,G2024,,2024-09-04,5000.00,,CONTRIBUTION,,C00845032,,S2NV00308,BROWN,SAM,,,,S,NV,00,  ,,,,,,,
SB23,C00493072,SB.4,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 7209,,HELENA,MT,59604,G2024,,2024-09-04,5000.00,,CONTRIBUTION,,C00844159,,S4MT00183,SHEEHY,TIM,,,,S,MT,00,  ,,,,,,,
SB23,C00493072,SB.5,,,PTY,NRSC,,,,,,425 SECOND ST NE,,WASHINGTON,DC,20002,,,2024-09-04,15000.00,,CONTRIBUTION,,C00027466,,,,,,,,,,,  ,,,,,,,
SB23,C00493072,SB.13,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00577999,,S4IN00196,BANKS,JAMES,,,,S,IN,00,  ,,,,,,,
SB23,C00493072,SB.12,,,CCM,DEB FISCHER FOR US SENATE,,,,,,5555 SOUTH ST STE 200,,LINCOLN,NE,68506,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00498907,,S2NE00094,FISCHER,DEBRA,,,,S,NE,00,  ,,,,,,,
SB23,C00493072,SB.11,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,SAINT JOSEPH,MI,49085,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00849810,,S4MI00595,ROGERS,MICHAEL,,,,S,MI,00,  ,,,,,,,
SB23,C00493072,SB.10,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,G2024,,2024-09-20,5000.00,,CONTRIBUTION,,C00492785,,S2TX00312,CRUZ,RAFAEL EDWARD,,,,S,TX,00,  ,,,,,,,
SB23,C00493072,SB.9,,,PAC,"TRUMP 47 COMMITTEE, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-09-20,15000.00,,CONTRIBUTION,,C00867937,,,,,,,,,,,  ,,,,,,,
