form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00568162,16308,,,ORG,"C.C. ONNEN, LLC",,,,,,2860 ARIZONA TERRACE NW,,WASHINGTON,DC,20016,,,2024-04-02,9500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16316,,,ORG,CORCORAN STRATEGIES,,,,,,200 CIRCLE AVENUE,,CHARLOTTE,NC,28207,,,2024-04-02,29103.91,,FUNDRAISING CONSULTING / TRAVEL / FACILITY RENTAL / FOOD/BEVERAGE / EVENT TICKETS / DONOR MEMENTOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16313,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD #400,,MCLEAN,VA,22182,,,2024-04-05,500.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16338,,,ORG,STRATEGIC ADVANCE SERVICES,,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2024-04-08,123911.74,,TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / OFFICE SUPPLIES / TRAVEL CONSULTING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16332,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2024-04-09,17372.72,,POSTAGE / CATERING / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16333,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2024-04-09,1219.03,,TRAVEL / POSTAGE / FLORAL ARRANGMENTS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16336,,,ORG,"SKY VIEW CAPITAL, LLC",,,,,,3447 25TH CT S,,ARLINGTON,VA,22206,,,2024-04-09,1000.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16342,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-04-15,1041.02,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16319,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2024-04-22,3425.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16322,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2024-04-22,27893.09,,FUNDRAISING CONSULTING / TRAVEL / FOOD/BEVERAGE / FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16323,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2024-04-22,30415.70,,FUNDRAISING CONSULTING / TRAVEL / FOOD/BEVERAGE / FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16329,,,ORG,LILLY & COMPANY,,,,,,1005 CONGRESS AVENUE SUITE 400,,AUSTIN,TX,78701,,,2024-04-22,7897.21,,FUNDRAISING CONSULTING / FOOD/BEVERAGE / FACILITY RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16343,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-04-22,229.00,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16324,,,ORG,DRUCKER LAWHON,,,,,,530 10TH ST NE,,WASHINGTON,DC,20002,,,2024-04-29,57503.53,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16334,,,ORG,NUNGESSER CONSULTING,,,,,,PO BOX 7,,BATON ROUGE,LA,70821,,,2024-04-29,58275.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16344,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-04-29,445.22,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16309,,,ORG,"C.C. ONNEN, LLC",,,,,,2860 ARIZONA TERRACE NW,,WASHINGTON,DC,20016,,,2024-05-02,9500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16314,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD #400,,MCLEAN,VA,22182,,,2024-05-06,500.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16339,,,ORG,STRATEGIC ADVANCE SERVICES,,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2024-05-06,163613.46,,TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / OFFICE SUPPLIES / TRAVEL CONSULTING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16320,,,ORG,"CROSBY OTTENHOFF GROUP, LLC",,,,,,611 PENNSYLVANIA AVE SE #267,,WASHINGTON,DC,20003,,,2024-05-13,3760.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16328,,,ORG,KIRSTEN HOPKINS INC,,,,,,7110 GREENBROOK LN,,DALLAS,TX,75214,,,2024-05-13,55460.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16330,,,ORG,LILLY & COMPANY,,,,,,1005 CONGRESS AVENUE SUITE 400,,AUSTIN,TX,78701,,,2024-05-13,5391.93,,FUNDRAISING CONSULTING / TRAVEL / DELIVERY SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16346,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-05-13,420.04,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16310,,,ORG,"C.C. ONNEN, LLC",,,,,,2860 ARIZONA TERRACE NW,,WASHINGTON,DC,20016,,,2024-05-15,8225.03,,FOOD/BEVERAGE / OFFICE SUPPLIES / TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,SB21B.3978992,,,IND,,FLORY,DAVID,,,,"50 S POINTE DR, UNIT 2008",,MIAMI BEACH,FL,331394787,,,2024-05-20,500.00,,IN-KIND OFFSET - FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16348,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-05-28,2814.02,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16311,,,ORG,"C.C. ONNEN, LLC",,,,,,2860 ARIZONA TERRACE NW,,WASHINGTON,DC,20016,,,2024-05-29,9500.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16349,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,,ARLINGTON,VA,22209,,,2024-06-03,210.02,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16315,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD #400,,MCLEAN,VA,22182,,,2024-06-05,500.00,,DATABASE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16317,,,ORG,CORCORAN STRATEGIES,,,,,,200 CIRCLE AVENUE,,CHARLOTTE,NC,28207,,,2024-06-06,128210.25,,FUNDRAISING CONSULTING / TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / EVENT EXPENSE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16318,,,ORG,CORCORAN STRATEGIES,,,,,,200 CIRCLE AVENUE,,CHARLOTTE,NC,28207,,,2024-06-06,67481.45,,FUNDRAISING CONSULTING / TRAVEL / FACILITY RENTAL / CATERING / FOOD/BEVERAGE / EVENT EXPENSE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00568162,16327_B,,,ORG,GULF COAST BANK AND TRUST,,,,,,200 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,,2024-06-06,8.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
