form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00481531,SB22.2002,,,CCM,CORY MILLS FOR CONGRESS,,,,,,501 N ORLANDO AVE SUITE 313,,WINTER PARK,FL,32789,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00774943,,H2FL07156,MILLS,CORY,,,,H,FL,07,  ,,,,,,,
SB23,C00481531,SB22.2000,,,CCM,ELECTION FUND OF TOM KEAN,,,,,,PO BOX 999,,EDISON,NJ,08818,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00410365,,S6NJ00271,KEAN,TOM,,,,H,NJ,00,  ,,,,,,,
SB23,C00481531,SB22.2003,,,CCM,FRIENDS OF MCCORMICK,,,,,,PO BOX 134,,SUWANEE,GA,30024,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00706747,,H0GA07273,MCCORMICK,RICHARD,DEAN,,,H,GA,06,  ,,,,,,,
SB23,C00481531,SB22.2005,,,CCM,"JOHN JAMES FOR CONGRESS, INC.",,,,,,PO BOX 628,,ST. CLAIR SHORES,MI,48080,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00803502,,H2MI10150,JAMES,JOHN,,,,H,MI,10,  ,,,,,,,
SB23,C00481531,SB22.2001,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00815415,,H2NY17162,LAWLER,MICHAEL,VINCENT,,,H,,17,  ,,,,,,,
SB23,C00481531,SB22.2004,,,CCM,NATHANIEL MORAN FOR CONGRESS,,,,,,PO BOX 7066,,TYLER,TX,75711,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00796086,,H2TX01112,MORAN,NATHANIEL,QUENTON,,,H,TX,01,  ,,,,,,,
SB23,C00481531,SB22.2006,,,CCM,SELF FOR CONGRESS,,,,,,PO BOX 1920,,MCKINNEY,TX,75070,P2024,,2023-02-03,1500.00,,CONTRIBUTION,,C00791293,,H2TX03290,SELF,KEITH,ALAN,,,H,TX,03,  ,,,,,,,
SB23,C00481531,SB22.2007,,,CCM,BRUCE POLIQUIN FOR CONGRESS,,,,,,PO BOX 524 ,,BANGOR,ME,04402,G2022,,2023-02-09,-2500.00,,VOID-CONTRIBUTION,,C00788968,,H4ME02234,POLIQUIN,BRUCE,,,,H,ME,02,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 10/7/2022
SB23,C00481531,SB22.2009,,,CCM,IOWANS FOR ZACH NUNN,,,,,,PO BOX 11,,BONDURANT,IA,50035,G2022,,2023-02-09,-1500.00,,CONTRIBUTION,,C00784389,,H2IA03119,NUNN,ZACH,,,,H,IA,,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 10/27/2022
SB23,C00481531,SB22.2010,,,CCM,MATT LARKIN FOR CONGRESS,,,,,,4580 KLAHANIE DR SE,UNIT 455,SAMMAMISH,WA,98029,G2022,,2023-02-09,-1500.00,,CONTRIBUTION,,C00780049,,H2WA08182,LARKIN,MATT,,,,H,WA,,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 10/31/2022
SB23,C00481531,SB22.2011,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,O2022,SPECIAL GENERAL,2023-02-09,-1000.00,,CONTRIBUTION,,C00768994,,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,TX,,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 5/16/2022
SB23,C00481531,SB22.2012,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,O2022,SPECIAL GENERAL,2023-02-09,-4000.00,,CONTRIBUTION,,C00768994,,H2TX34113,FLORES,MAYRA,NOHEMI,,,H,TX,,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 5/16/2022
SB23,C00481531,SB22.2008,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DR #150,,IRVINE,CA,92618,G2022,,2023-02-09,-2500.00,,CONTRIBUTION,,C00704981,,H0CA48198,STEEL,MICHELLE,,,,H,CA,45,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 10/27/2022
SB23,C00481531,SB22.2013,,,CCM,SALAZAR FOR CONGRESS,,,,,,3725 WEST FLAGLER ST,#281,MIAMI,FL,33134,P2022,,2023-02-09,-2000.00,,CONTRIBUTION,,C00714261,,H8FL27185,SALAZAR,MARIA,ELVIRA,,,H,FL,27,  ,,,,,,,VOIDED CONTRIBUTION ORIGINALLY ISSUED ON 9/27/2021
