form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00305318,500071460,,,CCM,SANFORD BISHOP FOR CONGRESS,,,,,,PO Box 909,,Columbus,GA,319020909,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00266940,,,BISHOP,SANFORD,,,JR.,H,GA,02,,,,,,,,
SB23,C00305318,500071461,,,CCM,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,,,,,,1519 Washington St,Ste 200,Laredo,TX,780404412,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00371302,,,CUELLAR,HENRY,,,,H,TX,28,,,,,,,,
SB23,C00305318,500071462,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5445 Madison Ave,,Sacramento,CA,958413111,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00326363,,,THOMPSON,MIKE,,,,H,CA,05,,,,,,,,
SB23,C00305318,500071463,,,CCM,JIM COSTA FOR CONGRESS,,,,,,2037 W Bullard Ave,# 355,Fresno,CA,937111200,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00391029,,,COSTA,JIM,,,,H,CA,16,,,,,,,,
SB23,C00305318,500071464,,,CCM,LOU CORREA FOR CONGRESS,,,,,,3230 Arena Blvd,Ste Pm 245,Sacramento,CA,958343004,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00578302,,,CORREA,LOU,,,,H,CA,46,,,,,,,,
SB23,C00305318,500070735,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,P2024,,2024-03-05,1000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500071465,,,CCM,COOKE FOR CONGRESS,,,,,,PO Box 1846,,Eau Claire,WI,547021846,P2024,,2024-03-25,2500.00,0.00,Contribution,011,C00844993,,,COOKE,REBECCA,,,,H,WI,03,,,,,,,,
SB23,C00305318,500070736,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,G2024,,2024-03-05,1000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500071456,,,CCM,COMMITTEE TO ELECT JARED GOLDEN,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00653816,,,GOLDEN,JARED,,,,H,ME,02,,,,,,,,
SB23,C00305318,500071457,,,CCM,JOSH GOTTHEIMER FOR CONGRESS,,,,,,PO Box 584,,Ridgewood,NJ,074510584,G2024,,2024-03-25,2000.00,0.00,Contribution,011,C00573949,,,GOTTHEIMER,JOSH,,,,H,NJ,05,,,,,,,,
SB23,C00305318,500070938,,,CCM,BACCAM FOR IOWA,,,,,,2813 Virginia Pl,,Des Moines,IA,503211536,P2024,,2024-03-07,2500.00,0.00,Contribution,011,C00856021,,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00305318,500071458,,,CCM,VICENTE GONZALEZ FOR CONGRESS,,,,,,121 N 10Th St,,McAllen,TX,785014688,G2024,,2024-03-25,1000.00,0.00,Contribution,011,C00592659,,,GONZALEZ,VICENTE,,,,H,TX,15,,,,,,,,
SB23,C00305318,500071459,,,CCM,MARIE FOR CONGRESS,,,,,,PO Box 1164,,Washougal,WA,986710926,G2024,,2024-03-25,1000.00,0.00,Contribution,011,C00806174,,,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
