form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00347658,SB23.4236,,,CCM,ADRIAN SMITH VICTORY FUND,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2023-11-02,1000.00,,,011,C00813410,,,,,,,,,,,,,,,,,,
SB23,C00347658,SB23.4238,,,CCM,BETH VAN DUYNE FOR CONGRESS,,,,,,PO BOX 630167,,IRVING,TX,75063,G2024,,2023-11-02,1000.00,,,011,C00714865,,,,,,,,H,TX,24,,,,,,,,
SB23,C00347658,SB23.4243,,,CAN,,CAMMACK,KAT,,,,5200 NW 43RD ST,SUITE 102-180,GAINESVILLE,FL,32606,,,2023-11-02,1000.00,,,,,,H0FL03175,,,,,,H,FL,03,,,,,,,,
SB23,C00347658,SB23.4232,,,CCM,CORNYN VICTORY COMMITTEE,,,,,,PO BOX 13026,,AUSTIN,TX,78711,G2024,,2023-11-02,1000.00,,,011,C00770180,,,,,,,,,,,,,,,,,,
SB23,C00347658,SB23.4208,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,G2024,,2023-11-02,1000.00,,,011,C00674259,,,,,,,,H,PA,13,,,,,,,,
SB23,C00347658,SB23.4192,,,CCM,JAKE ELLZEY VICTORY FUND,,,,,,PO BOX 30844,,BETHESDA,MD,20824,G2024,,2023-11-02,1000.00,,,011,C00791012,,,,,,,,,,,,,,,,,,
SB23,C00347658,SB23.4196,,,CCM,LORI TRAHAN FOR CONGRESS COMMITTEE,,,,,,PO BOX 1161,,LOWELL,MA,01853,G2024,,2023-11-02,1000.00,,,011,C00655647,,,,,,,,H,MA,03,,,,,,,,
SB23,C00347658,SB23.4197,,,CCM,MORGAN MCGARVEY FOR CONGRESS,,,,,,PO BOX 5324,,LOUISVILLE,KY,40255,G2024,,2023-11-02,1000.00,,,011,C00791392,MORGAN MCGARVEY FOR CONGRESS,,,,,,,H,KY,03,,,,,,,,
SB23,C00347658,SB23.4205,,,CCM,PAUL TONKO FOR CONGRESS,,,,,,911 CENTRAL AVENUE,# 221,ALBANY,NY,12206,G2024,,2023-11-02,1000.00,,,011,C00450049,,,,,,,,H,NY,20,,,,,,,,
SB23,C00347658,SB23.4190,,,CAN,,SCHNEIDER,BRADLEY S.,,,,PO BOX 1318,,DEERFIELD,IL,60015,G2024,,2023-11-02,1000.00,,,011,,,H2IL10068,,,,,,H,IL,10,,,,,,,,
SB23,C00347658,SB23.4203,,,CCM,WESTERMAN FOR CONGRESS,,,,,,PO BOX 21097,,HOT SPRINGS,AR,71903,G2024,,2023-11-02,1000.00,,,011,C00548180,,,,,,,,H,AR,04,,,,,,,,
