form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00541177,746D56A34DACADAEDA1,,,CCM,Citizens To Elect Rick Larsen,,,,,,PO Box 326,,Everett,WA,98206,G2024,,2024-08-21,2500.00,,2024 General,011,C00345546,Larsen,H0WA02080,Larsen,Rick,,,,H,WA,02,,,,,,,,
SB23,C00541177,1C5E55A81C7440BBFE4,,,CCM,Feenstra For Congress,,,,,,641 2nd St,,Hull,IA,51239,G2024,,2024-08-21,2500.00,,2024 General,011,C00693663,Feenstra,H0IA04145,Feenstra,Randy,,,,H,IA,04,,,,,,,,
SB23,C00541177,91F85E6B319378703FC,,,CCM,Guthrie For Congress,,,,,,PO Box 22401,,Louisville,KY,40252,G2024,,2024-08-21,2500.00,,2024 General,011,C00445023,Guthrie,H8KY02031,Guthrie,S. Brett,,,,H,KY,02,,,,,,,,
SB23,C00541177,875330124A7224D9A9C,,,CCM,Jason Smith For Congress,,,,,,PO Box 1324,,Cape Girardeau,MO,637021324,G2024,,2024-08-21,2500.00,,2024 General,011,C00541862,Smith,H4MO08162,Smith,Jason,Thomas,,,H,MO,08,,,,,,,,
SB23,C00541177,C0ED97EDF68860141F9,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,G2024,,2024-08-21,2500.00,,2024 General,011,C00592154,Panetta,H6CA20152,Panetta,James,V.,,,H,CA,19,,,,,,,,
SB23,C00541177,0E7B917A206F5950C24,,,CCM,Mann For Congress,,,,,,PO Box 1084,,Salina,KS,674021084,G2024,,2024-08-21,2500.00,,2024 General,011,C00460659,Mann,H0KS01123,Mann,Tracey,Robert,,,H,KS,01,,,,,,,,
SB23,C00541177,36A1C027C4D190F3E06,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,87125,G2024,,2024-08-21,2500.00,,2024 General,011,C00434563,Heinrich,S2NM00088,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00541177,C37DAB69B06A2BAFD48,,,CCM,Mullin For America,,,,,,PO Box 1632,,Oklahoma City,OK,73101,P2026,,2024-08-21,2500.00,,2026 Primary,011,C00498345,Mullin,S2OK00186,Mullin,Markwayne,,,,S,OK,,,,,,,,,
SB23,C00541177,431F35E4941C41C629F,,,CCM,Pallone For Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,G2024,,2024-08-21,2500.00,,2024 General,011,C00226928,Pallone,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00541177,BA87055C30B9C6C8FE9,,,CCM,Valadao For Congress,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,G2024,,2024-08-21,2500.00,,2024 General,011,C00499392,Valadao,H2CA20094,Valadao,David,G.,,,H,CA,22,,,,,,,,
