form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20429551,,,ORG,Organizing Empowerment PAC,,,,,,PO Box 288,,McFarland,WI,53558,,,2024-10-17,50000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20429552,,,PTY,"Clubs in Actions, PAC",,,,,,11910 Carillon Forest Drive,,Atascosita,TX,77346,,,2024-10-17,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20429553,,,ORG,Sisters United Alliance,,,,,,13527 N. Tracewood Bend,,Houston,TX,77077,,,2024-10-17,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20429554,,,ORG,Cognitive Campaigns,,,,,,4118 Bethel,,Houston,TX,77092,,,2024-10-17,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20429876,,,COM,Stronger Missouri,,,,,,"1225 Eye Street, NW",Suite 1100,Washington,DC,20005,,,2024-10-18,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20429877,,,COM,Missouri Voter Project PAC,,,,,,347 Hazel Avenue,,St. Louis,MO,63119,,,2024-10-18,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20432997,,,ORG,Lift Up Everett,,,,,,PO Box 12113,,Everett,WA,98206,,,2024-10-19,-5000.00,0.00,Voided Check from 10/4/2024,011,,,,,,,,,,,,,,,,,,,Voided Check from 10/4/2024
SB29,C00002766,20433012,,,PTY,Town of Babylon Democratic Committee,,,,,,PO Box 48,,Babylon,NY,11702,,,2024-10-21,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20438747,,,ORG,Everett Deserves a Raise,,,,,,PO Box 2301,,Everett,WA,98213,,,2024-10-21,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20444404,,,COM,John Lopez for Grand Prairie,,,,,,PO Box 534045,,Grand Prairie,TX,75053,,,2024-10-21,5000.00,0.00,Non-Federal Contribution,011,,,,Lopez,John,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20444415,,,COM,Eddie Morales for Texas,,,,,,352 Hillcrest Blvd,,Eagle Pass,TX,78852,,,2024-10-21,5000.00,0.00,Non-Federal Contribution,011,,,,Morales,Eddie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20444420,,,COM,Gina Hinojosa Campaign,,,,,,PO Box 300095,,Austin,TX,78703,,,2024-10-21,5000.00,0.00,Non-Federal Contribution,011,,,,Hinojosa,Gina,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20445021,,,COM,Contra Costa Labor Council COPE,,,,,,1333 Pine Street,Suite E,Martinez,CA,94553,,,2024-10-21,5000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20445023,,,COM,Chris Rogers for Assembly,,,,,,705 N. State Street,#20,Ukiah,CA,95482,,,2024-10-21,2500.00,0.00,Non-Federal Contribution,011,,,,Rogers,Chris,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20445024,,,COM,Committee to Defend Eureka's Housing,,,,,,312 Clay Street,Suite 300,Oakland,CA,94607,,,2024-10-21,1500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20445025,,,COM,Betty Duong for Supervisor 2024,,,,,,PO Box 348,,San Jose,CA,95103,,,2024-10-21,1000.00,0.00,Non-Federal Contribution,011,,,,Duong,Betty,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20445026,,,COM,Arjun Batra for San Jose City Council D10,,,,,,200 E. Santa Clara Street,,San Jose,CA,95113,,,2024-10-21,700.00,0.00,Non-Federal Contribution,011,,,,Batra,Arjun,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20445027,,,COM,Connie Chan for Supervisor 2024,,,,,,939 Clement Street,,San Francisco,CA,94118,,,2024-10-21,500.00,0.00,Non-Federal Contribution,011,,,,Chan,Connie,,,,,,,,,,,,,,Non-Federal Contribution
