form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00845412,SB22.4127,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,EAGAN,MN,55122,,,2023-08-09,1000.00,,Transfer of Joint Committee Proceeds,,C00575209,Angie Craig for Congress,H6MN02131,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB22,C00845412,SB22.4121,,,CCM,Becca Balint for Vermont,,,,,,PO Box 291,,Burlington,VT,05402,,,2023-08-09,5000.00,,Transfer of Joint Committee Proceeds,,C00797175,Becca Balint for Vermont,H2VT01076,Balint,Rebecca 'Becca',,,,H,VT,01,,,,,,,,
SB22,C00845412,SB22.4128,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,03105,,,2023-08-09,1000.00,,Transfer of Joint Committee Proceeds,,C00660464,Chris Pappas for Congress,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB22,C00845412,SB22.4120,,,PAC,Equality Project PAC,,,,,,PO Box 15320,,Washington,DC,20003,,,2023-08-07,5000.00,,Transfer of Joint Committee Proceeds,,C00785899,,,,,,,,,,,,,,,,,,
SB22,C00845412,SB22.4122,,,CCM,Julie Johnson for Congress,,,,,,PO Box 802765,,Dallas,TX,75380,,,2023-08-09,5000.00,,Transfer of Joint Committee Proceeds,,C00843003,Julie Johnson for Congress,H4TX32089,Johnson,Julie,,,,H,TX,32,,,,,,,,
SB22,C00845412,SB22.4130,,,CCM,Julie Johnson for Congress,,,,,,PO Box 802765,,Dallas,TX,75380,,,2023-08-23,1440.75,,Transfer of Joint Committee Proceeds,,C00843003,Julie Johnson for Congress,H4TX32089,Johnson,Julie,,,,H,TX,32,,,,,,,,
SB22,C00845412,SB22.4136,,,CCM,Julie Johnson for Congress,,,,,,PO Box 802765,,Dallas,TX,75380,,,2023-09-28,3169.65,,Transfer of Joint Committee Proceeds,,C00843003,Julie Johnson for Congress,H4TX32089,Johnson,Julie,,,,H,TX,32,,,,,,,,
SB22,C00845412,SB22.4124,,,CCM,McBride for Delaware Inc.,,,,,,PO Box 1904,,Wilmington,DE,19899,,,2023-08-09,2500.00,,Transfer of Joint Committee Proceeds,,C00843763,McBride for Delaware Inc.,H4DE00045,McBride,Sarah,Elizabeth,,,H,DE,00,,,,,,,,
SB22,C00845412,SB22.4125,,,CCM,Robert Garcia for Congress,,,,,,65 PIine Ave,#348,Long Beach,CA,90802,,,2023-08-09,2000.00,,Transfer of Joint Committee Proceeds,,C00797795,Robert Garcia for Congress,H2CA47188,Garcia,Robert,,,,H,CA,42,,,,,,,,
SB22,C00845412,SB22.4126,,,CCM,Sharice for Congress,,,,,,13851 W 63rd St,Num 303,Shawnee,KS,66216,,,2023-08-09,1000.00,,Transfer of Joint Committee Proceeds,,C00670034,Sharice for Congress,H8KS03155,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB22,C00845412,SB22.4123,,,CCM,Vogel for Congress,,,,,,PO Box 906,,Gaithersburg,MD,20884,,,2023-08-09,2500.00,,Transfer of Joint Committee Proceeds,,C00839704,Vogel for Congress,H4MD06225,Vogel,Joseph,,,,H,MD,06,,,,,,,,
SB22,C00845412,SB22.4137,,,CCM,Vogel for Congress,,,,,,PO Box 906,,Gaithersburg,MD,20884,,,2023-09-28,1632.85,,Transfer of Joint Committee Proceeds,,C00839704,Vogel for Congress,H4MD06225,Vogel,Joseph,,,,H,MD,06,,,,,,,,
