form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00809467,SE-S1662045,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,36.85,2024-09-04,2697.47,LEADS/PHONE LISTS,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1662047,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,36.85,2024-09-04,2874.38,LEADS/PHONE LISTS,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1660293,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-08-15,37.08,2024-09-06,3935.54,LEADS/PHONE LISTS,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-15,
SE,C00809467,SE-S1660295,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-15,37.08,2024-09-06,2425.25,LEADS/PHONE LISTS,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-15,
SE,C00809467,SE-S1663315,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,10.80,2024-09-11,2746.07,LEADS/PHONE LISTS,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-09-05,
SE,C00809467,SE-S1663317,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,10.80,2024-09-11,2922.98,LEADS/PHONE LISTS,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-09-05,
SE,C00809467,SE-S1661627,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,23.65,2024-09-11,106.40,LEADS/PHONE LISTS,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-22,
SE,C00809467,SE-S1661629,,,ORG,CLOUD DATA SERVICES,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,23.65,2024-09-11,2531.65,LEADS/PHONE LISTS,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-22,
SE,C00809467,SE-S1662053,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,35.01,2024-09-04,2697.47,PHONEBANK PAYROLL SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1662055,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-29,35.01,2024-09-04,2874.38,PHONEBANK PAYROLL SERVICES,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1660301,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,P2024,,2024-08-15,35.22,2024-09-06,3935.54,PHONEBANK PAYROLL SERVICES,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-15,
SE,C00809467,SE-S1660303,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-15,35.22,2024-09-06,2425.25,PHONEBANK PAYROLL SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-15,
SE,C00809467,SE-S1663323,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,10.26,2024-09-11,2746.07,PHONEBANK PAYROLL SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-09-05,
SE,C00809467,SE-S1663325,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-09-05,10.26,2024-09-11,2922.98,PHONEBANK PAYROLL SERVICES,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-09-05,
SE,C00809467,SE-S1661635,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,22.46,2024-09-11,106.40,PHONEBANK PAYROLL SERVICES,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-22,
SE,C00809467,SE-S1661637,,,ORG,LAV SERVICES LLC,,,,,,1009 WHITNEY RANCH DR.,,HENDERSON,NV,89014,G2024,,2024-08-22,22.46,2024-09-11,2531.65,PHONEBANK PAYROLL SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-22,
SE,C00809467,SE-S1662049,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-29,25.79,2024-09-04,2697.47,CAGING AND DATABASE SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1662051,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-29,25.79,2024-09-04,2874.38,CAGING AND DATABASE SERVICES,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1660297,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,P2024,,2024-08-15,25.95,2024-09-06,3935.54,CAGING AND DATABASE SERVICES,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-15,
SE,C00809467,SE-S1660299,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-15,25.95,2024-09-06,2425.25,CAGING AND DATABASE SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-15,
SE,C00809467,SE-S1663319,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-09-05,7.56,2024-09-11,2746.07,CAGING AND DATABASE SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-09-05,
SE,C00809467,SE-S1663321,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-09-05,7.56,2024-09-11,2922.98,CAGING AND DATABASE SERVICES,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-09-05,
SE,C00809467,SE-S1661631,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-22,16.55,2024-09-11,106.40,CAGING AND DATABASE SERVICES,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-22,
SE,C00809467,SE-S1661633,,,ORG,STANDARD DATA SERVICES LLC,,,,,,513 MILL AVE SE,SUITE 206,NEW PHILADELPHIA,OH,44663,G2024,,2024-08-22,16.55,2024-09-11,2531.65,CAGING AND DATABASE SERVICES,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-22,
SE,C00809467,SE-S1662057,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-29,68.17,2024-09-04,2697.47,PHONEBANK IT/TECH SUPPORT,004,,S,S6MT00162,TESTER,JON,,,,S,00,MT,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1662059,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,G2024,,2024-08-29,68.17,2024-09-04,2874.38,PHONEBANK IT/TECH SUPPORT,004,,S,H0CA48024,ISSA,DARRELL,,,,H,48,CA,DERIDDER,PAUL,,,,2024-08-29,
SE,C00809467,SE-S1660305,,,ORG,WIRED4DATA,,,,,,55 LAKE HAVASU AVE SOUTH,F-677,LAKE HAVASU CITY,AZ,86403,P2024,,2024-08-15,68.59,2024-09-06,3935.54,PHONEBANK IT/TECH SUPPORT,004,,S,H6FL04105,RUTHERFORD,JOHN,,,,H,05,FL,DERIDDER,PAUL,,,,2024-08-15,
