form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00327072,B865318,,,PAC,MAD 4 PA PAC,,,,,,P.O. BOX 444,,GLENSIDE,PA,19038,O2024,Not Applicable,2024-02-07,1000.00,,Contribution,011,C00670844,,,,,,,,,, ,,,,,,,,
SB23,C00327072,B865185,,,CCM,Sylvia Garcia for Congress,,,,,,PO Box 15096,,Washington,DC,20003,P2024,,2024-02-07,1000.00,,Contribution,011,C00660555,,H8TX29052,Garcia,Sylvia,,,,H,TX,29,,,,,,,,
SB23,C00327072,B865184,,,CCM,Vicente Gonzalez For Congress,,,,,,PO Box 15096,,Washington,DC,20003,P2024,,2024-02-07,1000.00,,Contribution,011,C00592659,,H6TX15162,Gonzalez,Vicente,,,,H,TX,34,,,,,,,,
SB23,C00327072,B865405,,,CCM,Emmer for Congress,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2024-02-13,1000.00,,Contribution,011,C00545749,,H4MN06087,Emmer,Tom,,,,H,MN,06,,,,,,,,
SB23,C00327072,B865801,,,PAC,Equality PAC,,,,,,PO Box 15337,,Washington,DC,20003,O2024,Not Applicable,2024-02-13,2500.00,,Contribution,011,C00550970,,,,,,,,,, ,,,,,,,,
SB23,C00327072,B865407,,,COM,McConnell for Majority Leader Committee,,,,,,228 S. Washington St. Suite 115,,Alexandria,VA,22314,P2024,,2024-02-13,2500.00,,Contribution,011,C00548651,,,,,,,,,, ,,,,,,,,
SB23,C00327072,B865406,,,CCM,Roger Williams for US Congress Committee,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,P2024,,2024-02-13,2000.00,,Contribution,011,C00498121,,H2TX33040,Williams,Roger,,,,H,TX,25,,,,,,,,
SB23,C00327072,B865937,,,CCM,Marc Veasey Congressional Campaign Cmte,,,,,,PO Box 50084,,Fort Worth,TX,76105,P2024,,2024-02-15,1000.00,,Contribution,011,C00506832,,H2TX33073,Veasey,Marc,,,,H,TX,33,,,,,,,,
SB23,C00327072,B866239,,,CCM,Andy Barr for Congress Inc.,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2024-02-23,2000.00,,Contribution,011,C00467571,,H0KY06104,Barr,Andy,,,,H,KY,06,,,,,,,,
SB23,C00327072,B866240,,,CCM,French Hill for Arkansas,,,,,,PO BOX 7841,,Little Rock,AR,72217,G2024,,2024-02-23,2000.00,,Contribution,011,C00551275,,H4AR02141,Hill,French,,,,H,AR,02,,,,,,,,
