form_type,filer_committee_id_number,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,expenditure_date,expenditure_purpose_descrip,beneficiary_committee_name,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,category_code,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,election_code,election_other_description,expenditure_amount,semi_annual_refunded_bundled_amt,memo_code,memo_text_description,image_number,beneficiary_committee_fec_id
SB23,C00169441,FRIENDS OF MIKE THATCHER,,,,,,6 CLAIRTON BOULEVARD,,PITTSBURGH,PA,15236,2023-02-18,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446559
SB23,C00169441,COMMITTEE TO REELECT TARA SMITH,,,,,,237 BREADING AVENUE,,PITTSBURGH,PA,15202,2023-02-18,HELP DEFRAY CAMPAIGN EXPENSES,,SMITH,TARA,,,,011,,,,,,500.00,,,,202307240300446559
SB23,C00169441,VOTE NEFT,,,,,,PO BOX 25411,,PITTSBURGH,PA,15234,2023-03-04,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446560
SB23,C00169441,FRIENDS OF NICK SHERMAN,,,,,,2073 MAJESTIC DRIVE,,CANONSBURG,PA,15317,2023-03-08,HELP DEFRAY CAMPAIGN EXPENSES,,SHERMAN,NICK,,,,011,,,,,,1000.00,,,,202307240300446561
SB23,C00169441,PNC BANK,,,,,,TWO PPG PLACE,,PITTSBURGH,PA,15222,2023-03-31, CORPORATE ANALYSIS CHANGE,,,,,,,011,,,,,,20.00,,,,202307240300446565
SB23,C00169441,JAY COSTA FOR STATE SENATE,,,,,,314 NEWPORT ROAD,,PITTSBURGH,PA,15221,2023-05-10,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202307240300446566
SB23,C00169441,FRIENDS OF ANTHONY DELUCA,,,,,,225 ROSA STREET,,PITTSBURGH,PA,15219,2023-05-10,HELP DEFRAY CAMPAIGN EXPENSES,,DELUCA,ANTHONY,,,,011,,,,,,1000.00,,,,202307240300446566
SB23,C00169441,PNC BANK,,,,,,TWO PPG PLAC - SUITE 400,,PITTSBURGH,PA,152225402,2023-05-31,CORPORATE ACCOUNT ANALYSIS CHANGE,,,,,,,011,,,,,,35.00,,,,202307240300446568
SB23,C00169441,FRIENDS OF DEVLIN,,,,,,PO BOX 23404,,SEWICKLEY,PA,15143,2023-01-31,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446558
SB23,C00169441,FRIENDS OF ANTHONY DELUCA,,,,,,225 ROSS STREET 4TH FLOOR,,PITTSBURGH,PA,15222,2023-02-18,HELP DEFRAY CAMPAIGN EXPENSES,,DELUCA,ANTHONY,,,,011,,,,,,2500.00,,,,202307240300446560
SB23,C00169441,FRIENDS OF MATTHEW BRUNO,,,,,,9554 KUMMER ROAD,,ALISON PARK,PA,15101,2023-03-23,HELP DEFRAY CAMPAIGN EXPENSES,,BRUNO,MATTHEW,,,,011,,,,,,500.00,,,,202307240300446561
SB23,C00169441,COMMITTEE TO ELECT ERIC FISHER,,,,,,1121 BOYCE ROAD - SUITE 700,,PITTSBURGH,PA,15241,2023-03-23,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446562
SB23,C00169441,FRIENDS OF NICOLE ZICCARELLI,,,,,,11957 MCKEE ROAD,,NORTH HUNTINGDON,PA,15142,2023-06-08,HELP DEFRAY CAMPAIGN EXPENSES,,ZICCARELLI,NICOLE,,,,011,,,,,,300.00,,,,202307240300446567
SB23,C00169441,FRIENDS OF KHAN MOSLEY,,,,,,PO BOX 4930,,PITTSBURGH,PA,15206,2023-03-08,HELP DEFRAY CAMPAIGN EXPENSES,,MOSLEY,KHAN,,,,011,,,,,,500.00,,,,202307240300446560
SB23,C00169441,COMMITTEE TO REELECT BENGEL DISTRICT JUSTICE,,,,,,100 ALETERNIE DRIVE,,NATRONA HEIGHTS,PA,15065,2023-03-28,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446563
SB23,C00169441,KEEP JUDGE MELOGRANE,,,,,,201 TRINITY DRIVE,,MCMURRAY,PA,15317,2023-04-14,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202307240300446563
SB23,C00169441,FRIENDS OF MATT FELDMEIER,,,,,,7890 SALTSBURG ROAD,,PITTSBURGH,PA,,2023-04-14,HELP DEFRAY CAMPAIGN EXPENSES,,FELDMEIER,MATT,,,,011,,,,,,500.00,,,,202307240300446564
SB23,C00169441,FRIENDS OF RICH BOWERS,,,,,,522 YOUNG ROAD,,CONNELLSVILLE,PA,15425,2023-05-19,HELP DEFRAY CAMPAIGN EXPENSES,,BOWERS,RICH,,,,011,,,,,,1000.00,,,,202307240300446567
SB23,C00169441,COMMITTEE TO ELECT PATRICK CAMPBELL,,,,,,4313 SUPERIOR STREET,,MUNHALL,PA,152225402,2023-01-12,HELP DEFRAY CAMPAIGN EXPENSES,,CAMPBELL,PATRICK,,,,011,,,,,,500.00,,,,202307240300446557
SB23,C00169441,FRIENDS OF JEFFREY ZURISKO FOR DISTRICT JUDGE,,,,,,9216 DOUGLAS FIR DRIVE,,PITTSBURGH,PA,15239,2023-01-21,HELP DEFRAY CAMPAIGN EXPENSES,,ZURISKI,JEFFREY,,,,011,,,,,,500.00,,,,202307240300446558
SB23,C00169441,VOTE JEFF WOODARD,,,,,,PO BOX 8649,,PITTSBURGH,PA,15221,2023-01-31,HELP DEFRAY CAMPAIGN EXPENSES,,WOODARD,JEFF,,,,011,,,,,,500.00,,,,202307240300446558
SB23,C00169441,ALLEGHENY FAYETTE CLC,,,,,,1459 WOODRUFF STREET,,PITTSBURGH,PA,15220,2023-05-09,,,,,,,,011,,,,,,3600.00,,,,202307240300446565
SB23,C00169441,FRIENDS OF ANTHONY COLVILLE,,,,,,2414 WENSELL AVENUE,,PITTSBURGH,PA,15218,2023-03-23,HELP DEFRAY CAMPAIGN EXPENSES,,COLVILLE,ANTHONY,,,,011,,,,,,500.00,,,,202307240300446561
SB23,C00169441,FRIENDS OF STEPHEN A ZAPPALA JR,,,,,,180 FORT COUCH ROAD,,PITTSBURGH,PA,15241,2023-03-23,HELP DEFRAY CAMPAIGN EXPENSES,,ZAPPALA,STEPHEN,,,,011,,,,,,2500.00,,,,202307240300446562
SB23,C00169441,FRIENDS OF NINA RICARDI,,,,,,712 HARDEN DRIVE,,PITTSBURGH,PA,15229,2023-03-23,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446562
SB23,C00169441,KUNSEIMAN FOR PA,,,,,,,,,,,2023-03-23,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,500.00,,,,202307240300446563
SB23,C00169441,FRIENDS OF RICH BOWERS,,,,,,522 YOUNG ROAD,,CONNELLSVILLE,PA,15425,2023-04-27,HELP DEFRAY CAMPAIGN EXPENSES,,BOWERS,RICH,,,,011,,,,,,500.00,,,,202307240300446564
SB23,C00169441,PEOPLE FOR PALMIERE,,,,,,422 DEWALT DRIVE,,PITTSBURG,PA,15234,2023-04-30,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,250.00,,,,202307240300446564
SB23,C00169441,DOVEN FOR PA,,,,,,5687 FORBES AVENUE,,PITTSBURGH,PA,15217,2023-05-10,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202307240300446566
SB23,C00169441,FRIENDS OF STEPHEN ZAPPALA JR,,,,,,180 FORT COUCH ROAD SUITE 410,,PITTSBURGH,PA,15241,2023-05-10,HELP DEFRAY CAMPAIGN EXPENSES,,ZAPPALA,STEPHEN,,,,011,,,,,,2500.00,,,,202307240300446567
SB23,C00169441,PNC BANK,,,,,,TWO PPG PLACE - SUITE 400,,PITTSBURGH,PA,152225402,2023-04-28,CORPORATE ACCOUNT ANALYSIS CHANGE,,,,,,,011,,,,,,5.00,,,,202307240300446568
SB23,C00169441,JOHN WEINSTEIN,,,,,,PO BOX 100181,,PITTSBURGH,PA,152225402,2023-01-05,HELP DEFRAY CAMPAIGN EXPENSES,,WEINSTEIN,JOHN,,,,011,,,,,,2500.00,,,,202307240300446557
SB23,C00169441,FRIENDS OF COREY O'CONNOR,,,,,,PO BOX 23404,,PITTSBURGH,PA,15222,2023-02-22,,,,,,,,011,,,,,,500.00,,,,202307240300446559
SB23,C00169441,FRIENDS OF JOHN CHRISTNER,,,,,,389 KENNETH DRIVE,,ROSTRAVER TOWNSHIP,PA,15012,2023-01-12,HELP DEFRAY CAMPAIGN EXPENSES,,CHRISTNER,JOHN,,,,011,,,,,,250.00,,,,202307240300446557
SB23,C00169441,FRIENDS OF DAVE FAWCETT,,,,,,,,,,,2023-05-10,HELP DEFRAY CAMPAIGN EXPENSES,,,,,,,011,,,,,,1000.00,,,,202307240300446565
