form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00249532,B813499,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,18501,G2024,,2024-06-06,2500.00,,Contribution,011,C00509968,,H2PA17079,Cartwright,Matthew,A,,,H,PA,08,,,,,,,,
SB23,C00249532,B873405,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,28580,G2024,,2024-06-06,1000.00,,Contribution,011,C00795211,,H2NC02287,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00249532,B873626,,,CCM,Collins For Congress,,,,,,PO Box 6491,,Athens,GA,30604,G2024,,2024-06-11,1000.00,,Contribution,011,C00544684,,H4GA10071,Collins,Michael,A,,Jr.,H,GA,10,,,,,,,,
SB23,C00249532,B869953,,,CCM,Joe Neguse for Congress,,,,,,P.O. Box 7142,,Boulder,CO,80306,G2024,,2024-06-11,5000.00,,Contribution,011,C00648253,,H8CO02160,Neguse,Joe,,,,H,CO,02,,,,,,,,
SB23,C00249532,B872160,,,CCM,Huffman For Congress,,,,,,P.O. Box 664,,Petaluma,CA,94953,G2024,,2024-06-20,5000.00,,Contribution,011,C00536680,,H2CA06259,Huffman,Jared,M,,,H,CA,02,,,,,,,,
SB23,C00249532,B877853,,,CCM,Austin Scott For Congress Inc.,,,,,,P.O. Box 2530,,Tifton,GA,31793,G2024,,2024-06-28,1000.00,,Contribution,011,C00482737,,H0GA08099,Scott,Austin,,,,H,GA,08,,,,,,,,
SB23,C00249532,B871828,,,CCM,Cliff Bentz For Congress,,,,,,660 Morgan Ave,,Ontario,OR,97914,G2024,,2024-06-28,1000.00,,Contribution,011,C00725465,,H0OR02127,Bentz,Cliff,,,,H,OR,02,,,,,,,,
SB23,C00249532,B876529,,,CCM,Daniel Webster for Congress,,,,,,P. O. Box 1007,,Webster,FL,33597,G2024,,2024-06-28,1000.00,,Contribution,011,C00481911,,H0FL08208,Webster,Daniel,,,,H,FL,11,,,,,,,,
SB23,C00249532,B874946,,,CCM,Salazar For Congress,,,,,,3725 West Flagler Street #281,,Miami,FL,33134,G2024,,2024-06-28,1000.00,,Contribution,011,C00714261,,H8FL27185,Salazar,Maria Elvira,,,,H,FL,27,,,,,,,,
SB23,C00249532,B871827,,,CCM,Tiffany for Wisconsin Inc.,,,,,,PO Box 1007,,Wausau,WI,54402,G2024,,2024-06-28,1000.00,,Contribution,011,C00718635,,H0WI07101,Tiffany,Tom,,,,H,WI,07,,,,,,,,
