form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00580068,500173410,,,CCM,KENNEDY FOR CONGRESS,,,,,,PO Box 536,,Buffalo,NY,142010536,O2024,Special General,2024-02-21,5000.00,0.00,contribution,,C00856526,,,KENNEDY,TIMOTHY,,,,H,NY,26,,,,,,,,
SB23,C00580068,500173411,,,CCM,VAL HOYLE FOR CONGRESS,,,,,,PO Box 657,,Springfield,OR,974770116,P2024,,2024-02-21,1000.00,0.00,contribution,,C00796144,,,HOYLE,VALERIE,,,,H,OR,04,,,,,,,,
SB23,C00580068,500173402,,,CCM,MONDAIRE FOR CONGRESS,,,,,,PO Box 933,,Nyack,NY,109600933,P2024,,2024-02-06,5000.00,0.00,contribution,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB23,C00580068,500173412,,,CCM,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,P2024,,2024-02-26,1000.00,0.00,contribution,,C00841643,,,ALTMAN,SUSAN,COPIUS,,,H,NJ,07,,,,,,,,
SB23,C00580068,500173403,,,CCM,JIMMY GOMEZ FOR CONGRESS,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,900175864,P2024,,2024-02-12,5000.00,0.00,contribution,,C00629659,,,GOMEZ,JIMMY,,,,H,CA,34,,,,,,,,
SB23,C00580068,500173413,,,CCM,COLIN ALLRED FOR SENATE,,,,,,PO Box 601631,,Dallas,TX,753601631,P2024,,2024-02-29,5000.00,0.00,contribution,,C00839597,,,ALLRED,COLIN,,,,S,TX,00,,,,,,,,
SB23,C00580068,500173404,,,CCM,Rudy Salas For Congress,,,,,,PO Box 42257,,Bakersfield,CA,933842257,P2024,,2024-02-15,5000.00,0.00,Contribution,,C00791756,,,SALAS,RUDY,,,,H,CA,22,,,,,,,,
SB23,C00580068,500173414,,,CCM,Christina Bohannan For Congress,,,,,,PO Box 722,,Iowa City,IA,522440722,P2024,,2024-02-29,1000.00,0.00,Contribution,,C00787820,,,BOHANNAN,CHRISTINA,,,,H,IA,01,,,,,,,,
SB23,C00580068,500173405,,,CCM,Adam Gray For Congress,,,,,,1601 Response Rd,Ste 190,Sacramento,CA,958155258,P2024,,2024-02-15,5000.00,0.00,Contribution,,C00801431,,,GRAY,ADAM,C.,,,H,CA,13,,,,,,,,
SB23,C00580068,500173406,,,CCM,Michelle Vallejo For Congress,,,,,,PO Box 1265,,Mission,TX,785730021,P2024,,2024-02-15,5000.00,0.00,contribution,,C00797217,,,Vallejo,Michelle,,,,H,TX,15,,,,,,,,
SB23,C00580068,500173506,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2024-02-29,5000.00,0.00,contribution,,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB23,C00580068,500173407,,,CCM,WILL ROLLINS FOR CONGRESS,,,,,,PO Box 6282,,Corona,CA,928786282,P2024,,2024-02-15,5000.00,0.00,contribution,,C00792507,,,ROLLINS,WILL,,,,H,CA,41,,,,,,,,
SB23,C00580068,500173408,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,PO Box 221776,,Newhall,CA,913221776,P2024,,2024-02-16,5000.00,0.00,contribution,,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00580068,500173409,,,CCM,MELANIE FOR NEW MEXICO,,,,,,PO Box 51493,,Albuquerque,NM,871811493,P2024,,2024-02-21,1000.00,0.00,contribution,,C00765099,,,STANSBURY,MELANIE,,,,H,NM,01,,,,,,,,
