form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20340353,,,COM,Michelle Beckley Campaign,,,,,,1845 E. Frankford Road,,Carrollton,TX,75007,,,2024-09-03,-1000.00,0.00,Voided Check from 3/1/2024,011,,,,Beckley,Michelle,,,,,,,,,,,,,,Voided Check from 3/1/2024
SB29,C00002766,20340354,,,COM,Bhojani for Texas Campaign,,,,,,PO Box 392,,Euless,TX,76039,,,2024-09-03,-250.00,0.00,Voided Check from 3/1/2024,011,,,,Bhojani,Salman,,,,,,,,,,,,,,Voided Check from 3/1/2024
SB29,C00002766,20340355,,,COM,Venton Jones For Texas,,,,,,1075 Griffin Street West,Suite 212,Dallas,TX,75215,,,2024-09-03,-250.00,0.00,Voided Check from 3/1/2024,011,,,,Jones,Venton,,,,,,,,,,,,,,Voided Check from 3/1/2024
SB29,C00002766,20340356,,,COM,Aicha Davis Campaign,,,,,,608 Tara Drive,,DeSoto,TX,75115,,,2024-09-03,-250.00,0.00,Voided Check from 3/1/2024,011,,,,Davis,Aicha,,,,,,,,,,,,,,Voided Check from 3/1/2024
SB29,C00002766,20340357,,,COM,Jessica Gonzalez for State Representative,,,,,,400 S. Zang Blvd.,Suite 1022,Dallas,TX,75208,,,2024-09-03,-250.00,0.00,Voided Check from 3/1/2024,011,,,,Gonzalez,Jessica,,,,,,,,,,,,,,Voided Check from 3/1/2024
SB29,C00002766,20340368,,,ORG,Wisconsin State AFL-CIO RGOTV,,,,,,6333 West Bluemound Road,,Milwaukee,WI,53213,,,2024-09-03,25000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20344425,,,COM,Keyeski for Wisconsin,,,,,,PO Box 232,,Lodi,WI,53555,,,2024-09-05,2000.00,0.00,Non-Federal Contribution,011,,,,Keyeski,Sarah,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20344426,,,COM,Ann Roe for Wisconsin,,,,,,PO Box 1075,,Janesville,WI,535471075,,,2024-09-05,1000.00,0.00,Non-Federal Contribution,011,,,,Roe,Ann,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20344427,,,PTY,Democratic Party of Wisconsin State,,,,,,PO Box 1686,,Madison,WI,53701,,,2024-09-05,12000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20344428,,,COM,Elizabeth for Texas,,,,,,4502 W. Lovers Lane,,Dallas,TX,75209,,,2024-09-05,5000.00,0.00,Non-Federal Contribution,011,,,,Ginsberg,Elizabeth,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20344429,,,COM,Averie for All Campaign,,,,,,819 W. Arapaho Road,"#233, Suite 24B",Richardson,TX,75080,,,2024-09-05,5000.00,0.00,Non-Federal Contribution,011,,,,Bishop,Averie,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20344430,,,COM,Michelle Beckley Campaign,,,,,,1845 E. Frankford Road,,Carrollton,TX,75007,,,2024-09-05,2500.00,0.00,Non-Federal Contribution,011,,,,Beckley,Michelle,,,,,,,,,,,,,,Non-Federal Contribution
