form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00504530,SB.300,,,ORG,Laurie Buckhout for Congress,,,,,,PO Box 97275,,Raleigh,NC,27624,G2024,,2024-04-16,5000.00,,Contribution,011,C00853499,,,Buckhout,Laurie,,,,H,NC,01,  ,,,,,,,
SB23,C00504530,SB.299,,,ORG,Scott Baugh For Congress,,,,,,4040 MacArthur Blvd.,Suite 200,Newport Beach,CA,92660,G2024,,2024-04-16,5000.00,,Contribution,011,C00798322,,,Baugh,Scott,,,,H,CA,47,  ,,,,,,,
SB23,C00504530,SB.301,,,ORG,Kevin Lincoln For Congress,,,,,,9460 Tegner Rd,,Hilmar,CA,95324,G2024,,2024-04-25,5000.00,,Contribution,011,C00845826,,,Lincoln,Kevin,,,,H,CA,09,  ,,,,,,,
SB23,C00504530,SB.313,,,ORG,Coloradans for Scott James,,,,,,PO Boc 456,,Johnstown,CO,80534,P2024,,2024-05-10,5000.00,,Contribution - debt retirement,011,C00845339,,,James,Scott,,,,H,CO,08,  ,,,,,,,
SB23,C00504530,SB.303,,,ORG,Celeste for Congress,,,,,,PO Box 2410,,Cedar City,UT,84721,P2024,,2024-06-14,5000.00,,Contribution,011,C00842765,,,Maloy,Celeste,,,,H,UT,02,  ,,,,,,,
SB23,C00504530,SB.304,,,ORG,Merrin for Congress,,,,,,PO Box 75,,Monclova,OH,43542,G2024,,2024-06-14,5000.00,,Contribution,011,C00863829,,,Merrin,Derek,,,,H,OH,09,  ,,,,,,,
SB23,C00504530,SB.302,,,ORG,Niemeyer for Congress,,,,,,PO Box 727,,Cedar Lake,IN,46303,G2024,,2024-06-14,5000.00,,Contribution,011,C00851972,,,Niemeyer,Randell,,,,H,IN,01,  ,,,,,,,
SB23,C00504530,SB.305,,,ORG,Theriault for Congress,,,,,,PO Box 291,,Fort Kent,ME,04743,G2024,,2024-06-14,5000.00,,Contribution,011,C00852061,,,Theriault,Austin,,,,H,ME,02,  ,,,,,,,
SB23,C00504530,SB.309,,,ORG,Derrick Anderson for VA,,,,,,PO Box 330,,Fredericksburg,VA,22404,G2024,,2024-06-28,5000.00,,Contribution,011,C00791574,,,Anderson,Derrick,,,,H,VA,07,  ,,,,,,,
SB23,C00504530,SB.310,,,ORG,Dobson for Congress,,,,,,PO Box 6051,,Montgomery,AL,36106,G2024,,2024-06-28,5000.00,,Contribution,011,C00855494,,,Dobson,Caroleene,,,,H,AL,02,  ,,,,,,,
SB23,C00504530,SB.306,,,ORG,Elect Gabe Evans,,,,,,PO Box 350608,,Westminster,CO,80035,G2024,,2024-06-28,5000.00,,Contribution,011,C00849844,,,Evans,Timothy,Gabriel,,,H,CO,08,  ,,,,,,,
SB23,C00504530,SB.311,,,ORG,Jeff Hurd for Congress,,,,,,2695 Patterson Rd,Suite 2-287,Grand Junction,CO,82506,G2024,,2024-06-28,5000.00,,Contribution,011,C00848333,,,Hurd,Jeffrey,,,,H,CO,03,  ,,,,,,,
SB23,C00504530,SB.312,,,ORG,Mackenzie for Congress,,,,,,PO Box 747,,Emmaus,PA,18049,G2024,,2024-06-28,5000.00,,Contribution,011,C00846501,,,Mackenzie,Ryan,,,,H,PA,07,  ,,,,,,,
SB23,C00504530,SB.308,,,ORG,Mayra Flores for Congress,,,,,,PO Box 516,,Los Indios,TX,78567,G2024,,2024-06-28,5000.00,,Contribution,011,C00768994,,,Flores,Mayra,,,,H,TX,34,  ,,,,,,,
SB23,C00504530,SB.307,,,ORG,Monique for Congress,,,,,,PO Box 51034,,Eugene,OR,97405,G2024,,2024-06-28,5000.00,,Contribution,011,C00856401,,,Despain,Monique,,,,H,OR,04,  ,,,,,,,
