form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00884817,SE.4717,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-02,319.65,2024-12-04,539188.25,Digital Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4729,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-12-07,98.35,2024-12-04,539286.60,Digital Advertising,004,C00884817,S,P00009423,HARRIS,KAMALA,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4731,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-09,500.00,2024-12-04,541691.10,Digital Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4734,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-09,200.00,2024-12-04,541891.10,Digital Advertising,004,C00884817,S,P00009423,HARRIS,KAMALA,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4735,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-14,1000.00,2024-12-04,542891.10,Digital Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4736,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-14,500.00,2024-12-04,543391.10,Digital Advertising,004,C00884817,S,P00009423,HARRIS,KAMALA,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4742,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-21,1704.37,2024-12-04,545095.47,Digital Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4743,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-28,1157.83,2024-12-04,546253.30,Digital Advertising,004,C00884817,S,P00009423,HARRIS,KAMALA,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4744,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-10-28,1704.37,2024-12-04,547957.67,Digitial Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4745,,,ORG,Meta Platforms Inc.,,,,,,1601 Willow Road,,Menlo Park,CA,94025,G2024,,2024-11-03,1704.37,2024-12-04,549662.04,Digital Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
SE,C00884817,SE.4730,,,ORG,X,,,,,,"1355 Market Street, Suite 900",,San Francisco,CA,94103,G2024,,2024-10-08,1904.50,2024-12-04,541191.10,Digital Advertising,004,C00884817,O,P80001571,TRUMP,DONALD J.,,,,P,,,Wilson,Rand,,,,2025-01-10,
