form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00266585,27283324,,,PTY,Suffolk County Republican Committee,,,,,,3080 Route 112,Suite D,Medford,NY,11763,,,2024-03-04,2500.00,0.00,Political Contribution,011,,,,,,,,,,,,,,,,,,,Political Contribution
SB29,C00266585,27283571,,,COM,Friends of Jaime,,,,,,1208 E 49th Street,,Brooklyn,NY,11234,,,2024-03-04,500.00,0.00,"Jaime Williams, STATE HOUSE 59th NY-Political Contribution",011,,,,Williams,Jaime,,,,,,,,,,,,,,"Jaime Williams, STATE HOUSE 59th NY-Political Contribution"
SB29,C00266585,27283574,,,COM,Lavine for Good Government,,,,,,220 Lafayette St.  3rd Fl.,,New York,NY,10012,,,2024-03-04,500.00,0.00,"Charles Lavine, STATE HOUSE 13th NY-Political Contribution",011,,,,Lavine,Charles,,NY Asm.,,,,,,,,,,,,"Charles Lavine, STATE HOUSE 13th NY-Political Contribution"
SB29,C00266585,27283576,,,COM,Gibbs for New York,,,,,,485 Malcolm X Blvd.,Suite 6G,New York,NY,10037,,,2024-03-04,250.00,0.00,"Edward Gibbs, STATE HOUSE 68th NY-Political Contribution",011,,,,Gibbs,Edward,,,,,,,,,,,,,,"Edward Gibbs, STATE HOUSE 68th NY-Political Contribution"
SB29,C00266585,27283581,,,COM,Webb for State Senate,,,,,,PO Box 583,,Johnson City,NY,13790,,,2024-03-04,1000.00,0.00,"Lea Webb, STATE SENATE 52nd NY-Political Contribution",011,,,,Webb,Lea,,,,,,,,,,,,,,"Lea Webb, STATE SENATE 52nd NY-Political Contribution"
SB29,C00266585,27283582,,,COM,Jessica for New York,,,,,,41 Challenger Drive,,Staten Island,NY,10312,,,2024-03-04,1000.00,0.00,"Jessica Scarcella-Spanton, STATE SENATE  NY-Political Contribution",011,,,,Scarcella-Spanton,Jessica,,,,,,,,,,,,,,"Jessica Scarcella-Spanton, STATE SENATE  NY-Political Contribution"
SB29,C00266585,27283584,,,COM,Monica for NY,,,,,,P.O. Box 475,,Central Islip,NY,11722,,,2024-03-04,1000.00,0.00,"Monica Martinez, STATE SENATE 3rd NY-Political Contribution",011,,,,Martinez,Monica,,,,,,,,,,,,,,"Monica Martinez, STATE SENATE 3rd NY-Political Contribution"
SB29,C00266585,27283585,,,COM,Gonzalez for New York,,,,,,2516 27th St.,3B,Astoria,NY,11102,,,2024-03-04,1000.00,0.00,"Kristen Gonzalez, STATE SENATE 59th NY-Political Contribution",011,,,,Gonzalez,Kristen,,,,,,,,,,,,,,"Kristen Gonzalez, STATE SENATE 59th NY-Political Contribution"
SB29,C00266585,27283586,,,COM,Fernandez for New York,,,,,,140 Wadsworth Ave.,,New York,NY,10033,,,2024-03-04,1000.00,0.00,"Nathalia Fernandez, STATE SENATE 80th NY-Political Contribution",011,,,,Fernandez,Nathalia,,,,,,,,,,,,,,"Nathalia Fernandez, STATE SENATE 80th NY-Political Contribution"
SB29,C00266585,27283609,,,COM,Iwen for New York,,,,,,P.O. Box 280164,,Brooklyn,NY,11228,,,2024-03-04,1000.00,0.00,"Iwen Chu, STATE SENATE  NY-Political Contribution",011,,,,Chu,Iwen,,,,,,,,,,,,,,"Iwen Chu, STATE SENATE  NY-Political Contribution"
