form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00266585,27283569,,,CCM,Aaron Bean For Congress,,,,,,PO Box 16251,,Fernandina Beach,FL,32035,P2024,,2024-03-04,1000.00,0.00,Political Contribution,011,C00816983,Aaron Bean For Congress,H2FL04211,Bean,Aaron,,,,H,FL,04,,,,,,,,Political Contribution
SB23,C00266585,27283926,,,CCM,John Duarte For Congress,,,,,,PO Box 730,,Hilmar,CA,95324,P2024,,2024-03-04,1000.00,0.00,Political Contribution,011,C00808279,John Duarte For Congress,H2CA13131,Duarte,John,,,,H,CA,13,,,,,,,,Political Contribution
SB23,C00266585,27283927,,,CCM,Lummis For Wyoming Inc.,,,,,,1020 N. Fairfax Street,Suite 201,Alexandria,VA,22314,P2026,,2024-03-04,1000.00,0.00,Political Contribution,011,C00443580,Lummis For Wyoming Inc.,S0WY00137,Lummis,Cynthia,,,,S,WY,,,,,,,,,Political Contribution
SB23,C00266585,27283928,,,CCM,Roger Williams For Congress,,,,,,104 Hume Ave.,,Alexandria,VA,22301,P2024,,2024-03-04,1000.00,0.00,Political Contribution,011,C00498121,Roger Williams For Congress,H2TX33040,Williams,Roger,,,,H,TX,25,,,,,,,,Political Contribution
SB23,C00266585,27287415,,,CCM,Ted Lieu For Congress,,,,,,P.O. Box 636,,Annandale,VA,22003,G2024,,2024-03-06,2500.00,0.00,Political Contribution,011,C00556506,Ted Lieu For Congress,H4CA33119,Lieu,Ted,,,,H,CA,33,,,,,,,,Political Contribution
SB23,C00266585,27287417,,,CCM,Hoyer For Congress,,,,,,"607 14th Street, Nw",Suite 800,Washington,DC,20005,G2024,,2024-03-06,2500.00,0.00,Political Contribution,011,C00140715,Hoyer For Congress,H2MD05155,Hoyer,Steny,Hamilton,,,H,MD,05,,,,,,,,Political Contribution
SB23,C00266585,27287418,,,CCM,Mike Garcia For Congress,,,,,,515 S. Figueroa St.,16th Fl.,Los Angeles,CA,90071,G2024,,2024-03-06,2000.00,0.00,Political Contribution,011,C00701102,Mike Garcia For Congress,H0CA25105,Garcia,Mike,,,,H,CA,27,,,,,,,,Political Contribution
SB23,C00266585,27287419,,,CCM,Valadao For Congress,,,,,,5132 North Palm Avenue,#227,Fresno,CA,93704,G2024,,2024-03-06,2000.00,0.00,Political Contribution,011,C00499392,Valadao For Congress,H2CA20094,Valadao,David,,,,H,CA,22,,,,,,,,Political Contribution
SB23,C00266585,27294551,,,CCM,Sydney Kamlager-Dove For Congress,,,,,,228 2nd Street SE,,Washington,DC,20003,G2024,,2024-03-19,1000.00,0.00,Political Contribution,011,C00795823,Sydney Kamlager-Dove For Congress,H2CA37304,Kamlager-Dove,Sydney,,,,H,CA,37,,,,,,,,Political Contribution
SB23,C00266585,27298736,,,CCM,Dr Brian Babin For Congress,,,,,,8410 Highway 90A,Suite 160,Sugarland,TX,77478,G2024,,2024-03-25,2000.00,0.00,Political Contribution,011,C00553859,Dr Brian Babin For Congress,H6TX02079,Babin,Brian,,,,H,TX,36,,,,,,,,Political Contribution
