form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00692343,SB21B.94,,,IND,,HOLMES,TERESA,,,,37 HALDWAY RD,,KEY LARGO,FL,33037,,,2024-03-31,5176.16,,CATERING/PARKING SVC,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.100,SB21B.94,SB21B,ORG,OCEAN REEF CLUB,,,,,,201 OCEAN REEF DR,,KEY LARGO,FL,33037,,,2024-03-31,5176.16,,CATERING/PARKING SVC,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00692343,SB21B.394841,,,IND,,KNIGHT,MATTHEW,J.,DR.,M.D.,2100 VIA TUSCANY,,WINTER PARK,FL,327891237,,,2024-01-25,4168.00,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN KIND CATERING/PARKING SVC
SB21B,C00692343,SB21B.51,,,IND,,PURPURA,SALVATORE,,,,6334 PUMPERNICKEL LANE,,MONROE,NC,28110,,,2024-01-31,2625.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.52,,,IND,,PURPURA,SALVATORE,,,,6334 PUMPERNICKEL LANE,,MONROE,NC,28110,,,2024-02-29,1987.50,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.53,,,IND,,PURPURA,SALVATORE,,,,6334 PUMPERNICKEL LANE,,MONROE,NC,28110,,,2024-03-31,1912.50,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.21,,,IND,,SAEZ,IVAN,,CHEF,,56 IRON MASTER DR,,STAFFORD,VA,22554,,,2024-01-10,493.27,,CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.22,,,IND,,SAEZ,IVAN,,CHEF,,56 IRON MASTER DR,,STAFFORD,VA,22554,,,2024-02-28,1443.40,,CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.23,,,IND,,SAEZ,IVAN,,CHEF,,56 IRON MASTER DR,,STAFFORD,VA,22554,,,2024-02-29,496.86,,CATERING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.3,,,ORG,AMERICAN DIRECT INC,,,,,,1272 CORPORATE PARK DR,2ND FL,FOREST,VA,24551,,,2024-01-26,2998.65,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.4,,,ORG,AMERICAN DIRECT INC,,,,,,1272 CORPORATE PARK DR,2ND FL,FOREST,VA,24551,,,2024-03-19,2264.89,,PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.10,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-02-27,215.00,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.11,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-03-06,670.09,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.12,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-03-12,178.20,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.13,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-03-19,522.20,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.14,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-03-26,595.90,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.15,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-03-31,197.05,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.5,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-01-09,80.30,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.6,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-01-17,42.58,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00692343,SB21B.7,,,ORG,ANEDOT,,,,,,1340 POYDRAS ST,SUITE 1770,NEW ORLEANS,LA,70112,,,2024-01-23,18.14,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
