form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00447284,B874207,,,CCM,Emmer for Congress,,,,,,815 Queen Street,,Anoka,MN,55330,P2024,,2024-08-06,-5000.00,,Contribution,011,C00545749,,H4MN06087,Emmer,Tom,,,,H,MN,06,,,,,,,,Voided: Original check dated 05/30/24
SB23,C00447284,B879990,,,CCM,Emmer for Congress,,,,,,PO Box 279,,Anoka,MN,55330,P2024,,2024-08-06,5000.00,,Contribution,011,C00545749,,H4MN06087,Emmer,Tom,,,,H,MN,06,,,,,,,,
SB23,C00447284,B880985,,,CCM,Aaron Bean For Congress,,,,,,2640A Mitcham Drive,,Tallahassee,FL,32308,P2024,,2024-08-16,2500.00,,Contribution,011,C00816983,,H2FL04211,Bean,Aaron,P,,,H,FL,04,,,,,,,,
SB23,C00447284,B880988,,,CCM,Greg Steube for Congress,,,,,,5317 Fruitville Rd #102,,Sarasota,FL,34232,P2024,,2024-08-16,1000.00,,Contribution,011,C00671891,,H8FL17053,Steube,Greg,,,,H,FL,17,,,,,,,,
SB23,C00447284,B880987,,,PTY,NRCC,,,,,,320 1st St. SE,,Washington,DC,20003,O2024,Not Applicable,2024-08-16,5000.00,,Contribution,011,C00075820,,,,,,,,,, ,,,,,,,,
SB23,C00447284,B880986,,,CCM,Peters for Michigan,,,,,,PO Box 32072,,Detroit,MI,48244,P2026,,2024-08-16,5000.00,,Contribution,011,C00437889,,S4MI00355,Peters,Gary,,,,S,MI, ,,,,,,,,
SB23,C00447284,B885128,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,97281,G2024,,2024-09-23,1500.00,,Contribution,011,C00793703,,H2OR06066,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00447284,B885129,,,CCM,Chris Pappas for Congress,,,,,,P. O. Box 313,,Manchester,NH,03105,G2024,,2024-09-23,1500.00,,Contribution,011,C00660464,,H8NH01210,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00447284,B885127,,,CCM,Morgan McGarvey for Congress,,,,,,PO Box 5324,,Louisville,KY,40255,G2024,,2024-09-23,1500.00,,Contribution,011,C00791392,,H2KY03206,McGarvey,Morgan,,,,H,KY,03,,,,,,,,
SB23,C00447284,B885130,,,CCM,Nevadans for Steven Horsford,,,,,,P.O. Box 336664,,North Las Vegas,NV,89033,G2024,,2024-09-23,1500.00,,Contribution,011,C00668228,,H2NV04011,Horsford,Steven,,,,H,NV,04,,,,,,,,
SB23,C00447284,B885132,,,CCM,Strickland for Washington,,,,,,1625 E 72nd St. Suite 700-139,,Tacoma,WA,98404,G2024,,2024-09-23,1500.00,,Contribution,011,C00732826,,H0WA10034,Strickland,Marilyn,,,,H,WA,10,,,,,,,,
SB23,C00447284,B885131,,,CCM,Suozzi for Congress,,,,,,PO Box 669,,Glen Cove,NY,11542,G2024,,2024-09-23,1500.00,,Contribution,011,C00607200,,H6NY03247,Suozzi,Tom,,,,H,NY,03,,,,,,,,
SB23,C00447284,B885126,,,CCM,Virgin Islands for Plaskett,,,,,,PO Box 1006,,Frederiksted,VI,00841,G2024,,2024-09-23,1500.00,,Contribution,011,C00528182,,H2VI00082,Plaskett,Stacey,,,,H,VI, ,,,,,,,,
SB23,C00447284,B885116,,,CCM,Banks for Senate,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,G2024,,2024-09-26,5000.00,,Contribution,011,C00577999,,H6IN03229,Banks,Jim,,,,S,IN, ,,,,,,,,
SB23,C00447284,B885113,,,CCM,Bice for Congress,,,,,,P.O. Box 21315,,Oklahoma City,OK,73156,G2024,,2024-09-26,1000.00,,Contribution,011,C00703843,,H0OK05205,Bice,Stephanie,,,,H,OK,05,,,,,,,,
SB23,C00447284,B885115,,,CCM,Comer for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,G2024,,2024-09-26,1000.00,,Contribution,011,C00588764,,H6KY01110,Comer,James,,,,H,KY,01,,,,,,,,
SB23,C00447284,B886409,,,CCM,Dwight Evans for Congress,,,,,,415 New Jersey Ave SE #1,,Washington,DC,20003,G2024,,2024-09-26,1500.00,,Contribution,011,C00591065,,H6PA02171,Evans,Dwight,,,,H,PA,03,,,,,,,,
SB23,C00447284,B886413,,,CCM,Elise for Congress,,,,,,220 W Windsor Ave,,Alexandria,VA,22301,G2024,,2024-09-26,5000.00,,Contribution,011,C00547893,,H4NY21079,Stefanik,Elise,,,,H,NY,21,,,,,,,,
SB23,C00447284,B885543,,,CCM,Friends of John Barrasso,,,,,,1020 N. Fairfax Street Suite 201,,Alexandria,VA,22314,G2024,,2024-09-26,5000.00,,Contribution,011,C00436386,,S6WY00068,Barrasso,John,,,,S,WY, ,,,,,,,,
SB23,C00447284,B886407,,,CCM,LaLota for Congress,,,,,,3213 Duke Street Suite 700,,Alexandria,VA,22314,G2024,,2024-09-26,2500.00,,Contribution,011,C00806018,,H2NY01190,LaLota,Nick,,,,H,NY,01,,,,,,,,
SB23,C00447284,B885117,,,CCM,MCBRIDE FOR DELAWARE INC,,,,,,P.O. BOX 1904,,WILMINGTON,DE,19899,G2024,,2024-09-26,1500.00,,Contribution,011,C00843763,,H4DE00045,McBride,Sarah,E,,,H,DE,00,,,,,,,,
SB23,C00447284,B886412,,,PAC,Republicans United to Defend Your PAC (RUDY PAC),,,,,,PO Box 26141,,Alexandria,VA,22313,O2024,Not Applicable,2024-09-26,1000.00,,Contribution,011,C00823351,,,,,,,,,, ,,,,,,,,
SB23,C00447284,B886410,,,PAC,Synergy PAC,,,,,,413 New Jersey Avenue SE,,Washington,DC,20003,O2024,Not Applicable,2024-09-26,1500.00,,Contribution,011,C00409623,,,,,,,,,, ,,,,,,,,
SB23,C00447284,B885112,,,CCM,Vern Buchanan for Congress,,,,,,1110 Trinity Drive,,Alexandria,VA,22314,G2024,,2024-09-26,1000.00,,Contribution,011,C00412759,,H6FL13148,Buchanan,Vernon,,,,H,FL,16,,,,,,,,
SB23,C00447284,B885114,,,CCM,Walberg for Congress,,,,,,PO Box 1362; 317 W Washington Ave,,Jackson,MI,49204,G2024,,2024-09-26,2500.00,,Contribution,011,C00390724,,H4MI07103,Walberg,Timothy,,,,H,MI,05,,,,,,,,
SB23,C00447284,B885542,,,PAC,Winning for America PAC,,,,,,1101 30TH STREET NW SUITE 390,,Washington,DC,20007,O2024,Not Applicable,2024-09-26,1500.00,,Contribution,011,C00826362,,,,,,,,,, ,,,,,,,,
SB23,C00447284,B886698,,,PAC,Electing Republicans INdiana PAC,,,,,,PO Box 441446,,Indianapolis,IN,46244,O2024,Not Applicable,2024-09-27,2500.00,,Contribution,011,C00816389,,,,,,,,,, ,,,,,,,,
SB23,C00447284,B874213,,,PAC,Electing Republicans INdiana PAC,,,,,,815 Queen Street,,Indianapolis,IN,46244,O2024,Not Applicable,2024-09-27,-2500.00,,Contribution,011,C00816389,,,,,,,,,, ,,,,,,,,Voided: Original check dated 05/30/24
