form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00088591,B887179,,,PAC,DAVE PAC,,,,,,9856 Archer Lane,,Dublin,OH,43017,O2024,Not Applicable,2024-10-28,2500.00,,Contribution,011,C00571216,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B890149,,,CCM,Garbarino for Congress,,,,,,PO BOX 101,,Bayport,NY,11705,G2024,,2024-10-28,2500.00,,Contribution,011,C00729954,,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00088591,B890150,,,CCM,McClintock For Congress,,,,,,9458 Treelake Rd.,,Granite Bay,CA,95746,G2024,,2024-10-28,1500.00,,Contribution,011,C00446815,,H8CA04152,McClintock,Tom,,,,H,CA,05,,,,,,,,
SB23,C00088591,B890784,,,PAC,Reviving American Jobs Again PAC,,,,,,PO Box 68412,,Schaumburg,IL,60168,O2024,Not Applicable,2024-10-28,5000.00,,Contribution,011,C00649772,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892024,,,PAC,At the Table! PAC,,,,,,910 17th St. NW Ste. 925,,Washington,DC,20006,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00552489,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892019,,,PAC,BACKPAC,,,,,,1751 Potomac Greens Drive,,Alexandria,VA,22314,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00566562,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B891759,,,PAC,Bringing America Together PAC,,,,,,PO Box 30844,,Bethesda,MD,20824,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00647354,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892023,,,PAC,Common Sense for America PAC,,,,,,3337 N Hullen St Ste 301,,Metairie,LA,70002,O2024,Not Applicable,2024-11-25,4000.00,,Contribution,011,C00634774,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892022,,,PAC,CONSERVATIVES HARVESTING SUCCESS PAC,,,,,,PO BOX 2930,,Jackson,MS,39207,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00678813,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892020,,,PAC,Defend the Dream PAC,,,,,,777 S Figueroa St Suite 4050,,Los Angeles,CA,90017,O2024,Not Applicable,2024-11-25,3000.00,,Contribution,011,C00771238,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892021,,,PAC,DWS PAC,,,,,,PO Box 83142,,Gaithersburg,MD,20883,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00425470,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892016,,,PAC,First In Freedom PAC,,,,,,824 S Milledge Ave Ste 101,,Athens,GA,30605,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00540146,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B891754,,,PAC,Granite Values PAC,,,,,,105 N State Street,,Concord,NH,03301,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00629311,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892015,,,PAC,IMPACT,,,,,,192 Lexington Ave. Suite 1001,,New York,NY,10016,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00348607,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892018,,,PAC,LASTING INVESTMENTS STRENGTHENING AMERICA PAC,,,,,,PO BOX 327,,ROMEO,MI,48065,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00764886,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B891757,,,PAC,LLEGO PAC,,,,,,910 17th St NW Ste 925,,Washington,DC,20006,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00576975,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B891755,,,PAC,Making a Difference PAC,,,,,,499 S. Capitol Street SW Ste 422,,Washington,DC,20003,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00757344,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892013,,,PAC,MARC PAC,,,,,,499 S. Capitol Street SW Suite 422,,Washington,DC,20003,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00562330,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892483,,,PAC,Razor PAC,,,,,,PO Box 508,,Rogers,AR,72757,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00493361,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892017,,,PAC,Sawtooth PAC,,,,,,61 Pinehurst Street,,Memphis,TN,38117,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00461996,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B891756,,,PAC,Secure PAC,,,,,,P.O. Box 675,,Bolton,MS,39041,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00411611,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892014,,,PAC,SHP PAC,,,,,,910 17th St. NW Ste 925,,Washington,DC,20006,O2024,Not Applicable,2024-11-25,5000.00,,Contribution,011,C00563601,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B891758,,,PAC,TERRI PAC,,,,,,499 S Capitol STreet SW Suite 404,,Washington,DC,20003,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00525030,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892025,,,PAC,TIM PAC,,,,,,1409 Ashley River Rd,,Charleston,SC,29407,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00495887,,,,,,,,,, ,,,,,,,,
SB23,C00088591,B892026,,,PAC,VERN PAC,,,,,,22780 Indidan Creek Drive Ste 100,,Dulles,VA,20166,O2024,Not Applicable,2024-11-25,2500.00,,Contribution,011,C00431403,,,,,,,,,, ,,,,,,,,
