form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00346726,EB8065,,,COM,Building America's Republican Representation PAC,,,,,,824 S. Milledge Avenue,Suite 101,Athens,GA,30605,,,2024-11-21,3500.00,,,011,C00572271,Building America's Republican Representation PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00346726,EB7975,,,CCM,Byron Donalds for Congress,,,,,,"2430 Vanderbilt Beach Road,",Suite 108 PMB 260,Naples,FL,34108,G2024,,2024-10-31,1000.00,,,011,C00733329,Byron Donalds for Congress,,Donalds,Byron,,,,H,FL,19,,,,,,,,
SB23,C00346726,EB7968,,,COM,Defending Americas Values Everywhere PAC,,,,,,P.O. Box 30844,,Bethesda,MD,20824,,,2024-10-30,5000.00,,,011,C00497594,Defending Americas Values Everywhere PAC,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00346726,EB8152,,,COM,Eureka Political Action Committee,,,,,,P.O. Box 30844,,Bethesda,MD,20824,,,2024-11-05,2000.00,,,011,C00390161,Eureka Political Action Committee,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00346726,EB7969,,,CCM,Friends of David Schweikert,,,,,,8175 East Evans Road,#13176,Scottsdale,AZ,85267,G2024,,2024-10-30,1500.00,,,011,C00540617,Friends of David Schweikert,,Schweikert,David,,,,H,AZ,01,,,,,,,,
SB23,C00346726,EB7977,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,#15180,Washington,DC,20003,G2024,,2024-10-17,5000.00,,,011,C00264697,Friends of Sherrod Brown,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00346726,EB7970,,,CCM,Garbarino for Congress,,,,,,P.O. Box 101,,Bayport,NY,11705,G2024,,2024-10-30,1000.00,,,011,C00729954,Garbarino for Congress,,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00346726,EB8064,,,CCM,Huizenga for Congress,,,,,,P.O. Box 254,,Zeeland,MI,49464,G2024,,2024-11-07,-3000.00,,Voided Check; Originally Issued 3/22/24,011,C00459297,Huizenga for Congress,,Huizenga,William P.,,,,H,MI,04,,,,,,,,
SB23,C00346726,EB7976,,,CCM,Ken Calvert for Congress Committee,,,,,,P.O. Box 2438,,Corona,CA,92878,G2024,,2024-10-31,3000.00,,,011,C00257337,Ken Calvert for Congress Committee,,Calvert,Ken,,,,H,CA,41,,,,,,,,
SB23,C00346726,EB8062,,,COM,Oorah! Political Action Committee,,,,,,P.O. Box 3743,,Carmel,IN,46082,,,2024-11-18,-1500.00,,Voided Check; Originally Disclosed 11/21/23,011,C00551853,Oorah! Political Action Committee,,PAC,Leadership,,,,,,,,,,,,,,
SB23,C00346726,EB7973,,,CCM,Pete Ricketts for Senate,,,,,,"11235 Davenport St., Ste. 107",,Omaha,NE,68154,G2024,,2024-10-30,1000.00,,,011,C00832436,Pete Ricketts for Senate,,Ricketts,Pete,,,,S,NE,,,,,,,,,
SB23,C00346726,EB7972,,,CCM,"Steil for Wisconsin, Inc.",,,,,,"1818 Milton Avenue, #1448",,Janesville,WI,53545,G2024,,2024-10-30,1000.00,,,011,C00677286,"Steil for Wisconsin, Inc.",,Steil,Bryan,,,,H,WI,01,,,,,,,,
SB23,C00346726,EB7971,,,CCM,Young Kim for Congress,,,,,,P.O. Box 17490,,Anaheim,CA,92817,G2024,,2024-10-30,1500.00,,,011,C00665638,Young Kim for Congress,,Kim,Young,,,,H,CA,40,,,,,,,,
