form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00550491,SB23-EX3791,,,CCM,Davis For Congress,,,,,,5956 W. Race Avenue,,Chicago,IL,60644,P2024,,2023-11-21,1000.00,0.00,Contribution,011,C00172619,Davis For Congress,H4IL07037,Davis,Danny K. Mr.,,,,H,IL,07,,,,,,,,Contribution
SB23,C00550491,SB23-EX3790,,,CCM,Ann Wagner For Congress,,,,,,14551 Manchester Road,,Ballwin,MO,63011,G2024,,2023-11-08,4000.00,0.00,Contribution,011,C00495846,Ann Wagner For Congress,H2MO02102,Wagner,Ann L.,,,,H,MO,02,,,,,,,,Contribution
SB23,C00550491,SB23-EX3780,,,CCM,Blumenthal For Connecticut,,,,,,777 SUMMER STREET STE 103,C/O CACACE TUSCH & SANTAGATA,STAMFORD,CT,06901,C2028,Convention 2028,2023-08-28,5000.00,0.00,Contribution,011,C00492991,Blumenthal For Connecticut,S0CT00177,Blumenthal,Richard,,,,S,CT,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3777,,,CCM,Mike Bost For Congress Committee,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-07-26,2000.00,0.00,Contribution,011,C00546499,Mike Bost For Congress Committee,H4IL12060,Bost,Michael,J.,,,H,IL,12,,,,,,,,Contribution
SB23,C00550491,SB23-EX3783,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,P2024,,2023-09-25,2500.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3788,,,CCM,Kaine For Virginia,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,22314,P2024,,2023-10-17,5000.00,0.00,Contribution,011,C00495358,Kaine For Virginia,S2VA00142,Kaine,Timothy,Michael,,,S,VA,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3789,,,CCM,Blake Moore For Congress,,,,,,370 East South Temple Ste 580,,Salt Lake City,UT,84111,C2024,2024 UT Convention,2023-11-01,1000.00,0.00,Contribution,011,C00738872,Blake Moore For Congress,H0UT01205,Moore,Blake,,,,H,UT,01,,,,,,,,Contribution
SB23,C00550491,SB23-EX3784,,,CCM,Velvet Hammer PAC,,,,,,PO BOX 14362,,Saint Paul,MN,55114,O2023,Calendar Year 2023,2023-10-03,1500.00,0.00,Contribution,011,C00692111,Velvet Hammer PAC,,,,,,,,,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3778,,,PAC,Mr. Southern Missourian In The House (Mr. SMITH) PAC,,,,,,PO BOX 30844,,Bethesda,MD,20824,O2023,Calendar Year 2023,2023-08-15,5000.00,0.00,Contribution,011,,Mr. Southern Missourian In The House (Mr. SMITH) PAC,,,,,,,,,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3779,,,PAC,The Hawkeye PAC,,,,,,PO BOX 183,,Hudson,WI,54016,O2023,Calendar Year 2023,2023-08-22,2500.00,0.00,Contribution,011,C00379479,The Hawkeye PAC,,,,,,,,,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3782,,,PAC,Collins Victory Committee,,,,,,901 N Washington ST,STE 700,Alexandria,VA,22314,O2023,Calendar Year 2023,2023-09-06,1500.00,0.00,Contribution,011,,Collins Victory Committee,,,,,,,,,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3785,,,CCM,Claudia Tenney For Congress,,,,,,PO Box 378,,Victor,NY,14564,P2024,,2023-10-03,1000.00,0.00,Contribution,011,C00632828,Claudia Tenney For Congress,H4NY22051,Tenney,Claudia,,,,H,NY,24,,,,,,,,Contribution
SB23,C00550491,SB23-EX3787,,,PAC,Building Up Democracy's Dream (BUDD),,,,,,PO Box 97275,,Raleigh,NC,27624,O2023,Calendar Year 2023,2023-10-12,1000.00,0.00,Contribution,011,C00834507,Building Up Democracy's Dream (BUDD),,,,,,,,,,,,,,,,,Contribution
SB23,C00550491,SB23-EX3792,,,CCM,Bonnie Watson Coleman For Congress,,,,,,600 PENNSYLVANIA AVE SE,#15180,Washington,DC,20003,P2024,,2023-12-01,2500.00,0.00,Contribution,011,C00558437,Bonnie Watson Coleman For Congress,H4NJ12149,Coleman,Bonnie,Watson,,,H,NJ,12,,,,,,,,Contribution
