form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00265546,SB29.19311,,,CCM,CECIL BROCKMAN FOR NC HOUSE,,,,,,803 ROSECREST DRIVE,,HIGH POINT,NC,27260,P2024,,2024-02-27,3000.00,,CONTRIBUITON,011,,CECIL BROCKMAN FOR NC HOUSE,,,,,,,H,NC,60,,,,,,,,
SB29,C00265546,SB29.19293,,,CCM,COMMITTEE TO ELECT EUNICE CAMPBELL,,,,,,5743 ANTIETAM DRIVE,,WINSTON SALEM,NC,27106,P2024,,2024-02-14,1300.00,,CONTRIBUTION,011,,COMMITTEE TO ELECT EUNICE CAMPBELL,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19309,,,CCM,CONNIE HUDSON FOR MOBILE COUNTY COMMISSIONER,,,,,,2816 CHURCHBELL COURT,,MOBILE,AL,36695,P2024,,2024-02-26,300.00,,CONTRIBUTION,011,,CONNIE HUDSON FOR MOBILE COUNTY COMMISSIONER,,HUDSON,CONNIE,,,,,,,,,,,,,,
SB29,C00265546,SB29.19315,,,ORG,GANNETT MISSISSIPPI LOCALIQ,,,,,,P.O. BOX 632030,,CINCINNATI,OH,452632030,P2024,,2024-02-07,258.75,,NEWSPAPER AD,004,,,,REEVES,TATE,,,,,,,,,,,,,,
SB29,C00265546,SB29.19316,,,ORG,GANNETT MISSISSIPPI LOCALIQ,,,,,,P.O. BOX 632030,,CINCINNATI,OH,452632030,P2024,,2024-02-07,258.75,,NEWSPAPER AD,004,,,,HOSEMAN,DEUBERT,,,,,,,,,,,,,,
SB29,C00265546,SB29.19317,,,ORG,GANNETT MISSISSIPPI LOCALIQ,,,,,,P.O. BOX 632030,,CINCINNATI,OH,452632030,P2024,,2024-02-07,258.75,,NEWSPAPER AD,004,,,,FITCH,LYNN,,,,,MS,,,,,,,,,
SB29,C00265546,SB29.19292,,,CCM,GARY RICHARDSON FOR HOUSE DISTRICT 125,,,,,,2535 WILLOW CREEK COURT,,EVANS,GA,30809,S2024,Special-Primary,2024-02-01,1000.00,,CONTRIBUTION,011,,GARY RICHARDSON FOR HOUSE DISTRICT 125,,RICHARDSON,GARY,,,,H,GA,,,,,,,,,
SB29,C00265546,SB29.19298,,,CCM,GARY RICHARDSON FOR HOUSE DISTRICT 125,,,,,,2535 WILLOW CREEK COURT,,EVANS,GA,30809,S2024,Special-Primary,2024-02-21,1000.00,,CONTRIBUTION,011,,GARY RICHARDSON FOR HOUSE DISTRICT 125,,RICHARDSON,GARY,,,,H,GA,,,,,,,,,
SB29,C00265546,SB29.19300,,,CCM,JOHANA BUCCI FOR DISTRICT COURT JUDGE,,,,,,3000 BRYANT ROAD,,MOBILE,AL,36601,P2024,,2024-02-26,500.00,,CONTRIBUITON,011,,JOHANA BUCCI FOR DISTRICT COURT JUDGE,,,,,,,,,,,,,,,,,
SB29,C00265546,SB29.19318,,,ORG,THE WINSTON SALEM CHRONICLE,,,,,,1300 E 5TH STREET,,WINSTON SALEM,NC,27101,P2024,,2024-02-09,441.00,,NEWSPAPER AD,004,,,,LARSON,JOHN,,,,,NC,,,,,,,,,
SB29,C00265546,SB29.19320,,,ORG,THE WINSTON SALEM CHRONICLE,,,,,,1300 E 5TH STREET,,WINSTON SALEM,NC,27101,P2024,,2024-02-09,441.00,,NEWSPAPER AD,004,,,,SCIPPIO,ANNETTE,,,,,,,,,,,,,,
SB29,C00265546,SB29.19321,,,ORG,THE WINSTON SALEM CHRONICLE,,,,,,1300 E 5TH STREET,,WINSTON SALEM,NC,27101,P2024,,2024-02-09,441.00,,NEWSPAPER AD,004,,,,ANDREE-BOWEN,SCOTT,,,,,,,,,,,,,,
SB29,C00265546,SB29.19323,,,ORG,THE WINSTON SALEM CHRONICLE,,,,,,1300 E 5TH STREET,,WINSTON SALEM,NC,27101,P2024,,2024-02-09,441.00,,NEWSPAPER AD,004,,,,JOINES,ALLEN,,,,,NC,,,,,,,,,
SB29,C00265546,SB29.19324,,,ORG,THE WINSTON SALEM CHRONICLE,,,,,,1300 E 5TH STREET,,WINSTON SALEM,NC,27101,P2024,,2024-02-09,441.00,,NEWSPAPER AD,004,,,,CAMPBELL,EUNICE,,,,,,,,,,,,,,
SB29,C00265546,SB29.19325,,,ORG,THE WINSTON SALEM CHRONICLE,,,,,,1300 E 5TH STREET,,WINSTON SALEM,NC,27101,P2024,,2024-02-09,441.00,,NEWSPAPER AD,004,,,,HARTWELL,BOB,,,,,,,,,,,,,,
SB29,C00265546,SB29.19307,,,CCM,VICKI DAVIS FOR CIRCUIT COURT JUDGE,,,,,,2772 VENDOME DRIVE,,MOBILE,AL,36609,P2024,,2024-02-26,500.00,,CONTRIBUTION,011,,VICKI DAVIS FOR CIRCUIT COURT JUDGE,,DAVIS,VICKI,,,,,,,,,,,,,,
