form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00369660,B-20395,,,CCM,Amodei for Nevada,,,,,,503 N Division St,,Carson City,NV,89703,G2024,,2024-06-18,500.00,500.00,Contribution,011,C00496760,Amodei for Nevada,H2NV02395,Amodei,Mark,Eugene,,,H,NV,02,,,,,,,,
SB23,C00369660,B-30568,,,CCM,Andy Harris for Congress,,,,,,PO Box 426,,Stevensville,MD,21666,G2024,,2024-06-24,1000.00,1000.00,Contribution,011,C00435974,Andy Harris for Congress,H8MD01094,Harris,Andrew,P,,,H,MD,01,,,,,,,,
SB23,C00369660,B-25480,,,CCM,Angus King for U.S. Senate Campaign,,,,,,PO Box 368,"114 Maine Street, Suite 1",Brunswick,ME,040110368,G2024,,2024-06-24,1500.00,1500.00,Contribution,011,C00516047,Angus King for U.S. Senate Campaign,S2ME00109,King,Angus,Stanley,,Jr,S,ME,00,,,,,,,,
SB23,C00369660,B-25486,,,CCM,Desposito for New York,,,,,,PO Box 188,,Island Park,NY,11558,G2024,,2024-06-28,500.00,500.00,Contribution,011,C00809426,Desposito for NY-04,H2NY04277,Desposito,Anthony,P,,,H,NY,04,,,,,,,,
SB23,C00369660,B-20391,,,CCM,Gabe Amo for Congress,,,,,,PO Box 40457,,Providence,RI,02940,P2024,,2024-06-05,1000.00,1000.00,Contribution,011,C00838060,Gabe Amo for Congress,H4RI01265,Amo,Gabriel,F,,,H,RI,01,,,,,,,,
SB23,C00369660,B-25476,,,CCM,Garbarino for Congress,,,,,,PO Box 101,,Bayport,NY,11705,G2024,,2024-06-24,500.00,500.00,Contribution,011,C00729954,Garbarino for Congress,H0NY02234,Garbarino,Andrew,,,,H,NY,02,,,,,,,,
SB23,C00369660,B-25474,,,CCM,Jasmine for US,,,,,,PO Box 227235,,Dallas,TX,75222,G2024,,2024-06-24,1000.00,1000.00,Contribution,011,C00795450,Jasmine for US,H2TX30178,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00369660,B-30569,,,PAC,Johnson Leadership Fund,,,,,,2900 Clearview Pkwy,Suite 206,Metairie,VA,70006,,,2024-06-18,10000.00,10000.00,Contribution,011,C00771246,Johnson Leadership Fund,,,,,,,,,,,,,,,,,
SB23,C00369660,B-25484,,,CCM,LALOTA FOR CONGRESS,,,,,,PO Box 113,,Lindenhurst,NY,11757,G2024,,2024-06-28,500.00,500.00,Contribution,011,C00806018,LALOTA FOR CONGRESS,H2NY01190,Lalota,Nick,,,,H,NY,01,,,,,,,,
SB23,C00369660,B-20393,,,CCM,"Laurel Lee for Congress, Inc.",,,,,,P.o. Box 2743,,Branden,FL,33509,P2024,,2024-06-18,500.00,500.00,Contribution,011,C00815373,"Laurel Lee for Congress, Inc.",H2FL15241,Lee,Laurel,,MRS.,,H,FL,15,,,,,,,,
SB23,C00369660,B-30570,,,PTY,NRSC,,,,,,425 2nd Street NE,,Washington,DC,20002,,,2024-06-18,10000.00,10000.00,Contribution,011,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB23,C00369660,B-25478,,,CCM,"Sheila Cherfilus McCormick for Congress, Inc",,,,,,6151 Miramar Pkwy,Suite 101,Miramar,DC,33023,P2024,,2024-06-24,1000.00,1000.00,Contribution,011,C00677492,"Sheila Cherfilus McCormick for Congress, Inc",H8FL20032,Cherfilus-mccormick,Sheila,,,,H,FL,20,,,,,,,,
