form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00489427,SB21B.8246,,,ORG,ABH Consulting LLC,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2024-10-26,13804.70,,Itemized:  See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00489427,SB21B.8246.3,SB21B.8246,SB21B,ORG,Federal Express,,,,,,www.fedex.com,,NA,,00000,P2024,,2024-05-16,68.30,,Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.4,SB21B.8246,SB21B,ORG,Federal Express,,,,,,www.fedex.com,,NA,,00000,P2024,,2024-06-06,36.11,,Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.5,SB21B.8246,SB21B,ORG,Federal Express,,,,,,www.fedex.com,,NA,,00000,P2024,,2024-06-17,9.75,,Shipping,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.6,SB21B.8246,SB21B,ORG,Barrel,,,,,,613 Pennsylvania Ave SE,,Washington,DC,20009,P2024,,2024-03-21,1215.50,,Event Expense:  Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.7,SB21B.8246,SB21B,ORG,Pearl Street Warehouse,,,,,,650 Wgarf St. SW,Unite 5B,Washington,DC,20024,P2024,,2024-07-29,5000.00,,Event Expense:  Deposit,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.8,SB21B.8246,SB21B,ORG,Pearl Street Warehouse,,,,,,650 Wgarf St. SW,Unite 5B,Washington,DC,20024,P2024,,2024-10-02,92.41,,Event Expense:  Decor,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.9,SB21B.8246,SB21B,ORG,ABH Consulting LLC,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2024-09-06,1000.00,,Scott Kurt - Band Deposit,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.10,SB21B.8246,SB21B,ORG,ABH Consulting LLC,,,,,,3410 Alabama Ave.,,Alexandria,VA,22305,P2024,,2024-09-25,600.00,,Scott Kurt Band Payment,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8246.12,SB21B.8246,SB21B,ORG,Pearl Street Warehouse,,,,,,650 Wgarf St. SW,Unite 5B,Washington,DC,20024,P2024,,2024-09-25,5581.79,,Event Expense:  Venue Food & Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00489427,SB21B.8264,,,ORG,Husch Blackwell Strategies,,,,,,101 W. High,,Jefferson City,MO,65101,P2024,,2024-10-31,250.00,,Operational & Backoffice Consulting,,,,,,,,,,,,,,,,,,,,
