form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00692137,500412739,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-06,161.28,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412740,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-13,439.50,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412741,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-16,10.82,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412737,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102815525,,,2024-10-07,421.79,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412800,500412737,SB21B,ORG,Wix.Com,,,,,,2601 Mission St,,San Francisco,CA,941103130,,,2024-10-07,377.99,0.00,Website Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00692137,500412722,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-02,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412723,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412724,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412725,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412726,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412727,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412728,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412729,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412730,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412731,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412732,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412733,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412734,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412735,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412736,,,ORG,Bank Of America,,,,,,100 N Tryon St,Ste 220,Charlotte,NC,282024031,,,2024-10-15,5.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412744,,,CCM,DEBBIE FOR FLORIDA,,,,,,PO Box 432250,,South Miami,FL,332432250,G2024,,2024-10-11,5000.00,0.00,Contribution,,C00848648,,,MUCARSEL-POWELL,DEBBIE,,,,S,FL,00,,,,,,,,
SB21B,C00692137,500412742,,,CCM,GILLEN FOR NY,,,,,,PO Box 33079,,Washington,DC,200330079,G2024,,2024-10-11,2500.00,0.00,Contribution,,C00840165,,,GILLEN,LAURA,,,,H,NY,04,,,,,,,,
SB21B,C00692137,500413460,,,ORG,Grapevine,,,,,,289 Amsterdam Ave,Fl 1,New York,NY,100232103,,,2024-10-03,39.50,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500413461,,,ORG,Grapevine,,,,,,289 Amsterdam Ave,Fl 1,New York,NY,100232103,,,2024-10-04,4.65,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500413462,,,ORG,Grapevine,,,,,,289 Amsterdam Ave,Fl 1,New York,NY,100232103,,,2024-10-07,12.09,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500413463,,,ORG,Grapevine,,,,,,289 Amsterdam Ave,Fl 1,New York,NY,100232103,,,2024-10-08,1.34,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500413464,,,ORG,Grapevine,,,,,,289 Amsterdam Ave,Fl 1,New York,NY,100232103,,,2024-10-09,3.21,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00692137,500412745,,,CCM,KRISTIN LYERLY FOR CONGRESS,,,,,,1794 Allouez Ave,Ste # C,Green Bay,WI,543116281,G2024,,2024-10-11,2500.00,0.00,Contribution,,C00875153,,,LYERLY,KRISTIN,,,,H,WI,08,,,,,,,,
