form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00342022,SB29.12632,,,CCM,Austin Baeth for Iowa,,,,,,701 19th Street,,Des Moines,IA,50314,G2024,,2024-10-14,500.00,,Political Contribution,011,,,,,,,,,H,IA,36,,,,,,,,
SB29,C00342022,SB29.12635,,,ORG,Bankers Trust,,,,,,453 7th Street,,Des Moines,IA,50309,,,2024-10-01,800.99,,WellPac Check Order,001,,,,,,,,,,,,,,,,,,,
SB29,C00342022,SB29.12629,,,CCM,Barb Kniff McCulla for Iowa,,,,,,1309 Elmridge Drive,,Pella,IA,50219,G2024,,2024-10-14,500.00,,Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00342022,SB29.12637,,,CCM,Bousselot for Iowa,,,,,,4003 SW 4th,,Ankeny,IA,50023,,,2024-10-16,1000.00,,Political Contribution,011,,,,,,,,,S,IA,21,,,,,,,,
SB29,C00342022,SB29.12620,,,CCM,Citizens for Pat Grassley,,,,,,30496 Union Ave.,,New Hartford,IA,50660,G2024,,2024-10-14,3000.00,,Political Contribution,011,,,,,,,,,H,IA,50,,,,,,,,
SB29,C00342022,SB29.12615,,,PAC,Dakota Leadership PAC,,,,,,PO Box 263,,Fargo,ND,58107,G2024,,2024-10-08,1000.00,,Political Contribution - Dusty Johnson,011,,,,,,,,,,,,,,,,,,,
SB29,C00342022,SB29.12610,,,CCM,David Wheeler for Senate,,,,,,PO Box 1363,,Huron,SD,57350,G2024,,2024-10-08,250.00,,Political Contribution,011,,,,,,,,,S,SD,,,,,,,,,
SB29,C00342022,SB29.12618,,,CCM,Eric Giddens for Iowa,,,,,,1620 River Bluff Dr.,,Cedar Falls,IA,50613,G2024,,2024-10-10,500.00,,Political Contribution,011,,,,,,,,,S,IA,38,,,,,,,,
SB29,C00342022,SB29.12621,,,CCM,Gary Mohr for State House,,,,,,4755 School House Road,,Bettendorf,IA,52722,G2024,,2024-10-14,1000.00,,,011,,,,,,,,,H,IA,94,,,,,,,,
SB29,C00342022,SB29.12604,,,CCM,Jim Mehlhaff for District 24 Senate,,,,,,1014 West Capitol Ave,,Pierre,SD,57501,G2024,,2024-10-08,500.00,,Political Contribution,011,,,,,,,,,S,SD,,,,,,,,,
SB29,C00342022,SB29.12619,,,CCM,Kaufmann for State House,,,,,,1527 330th St,,Wilton,IA,52778,G2024,,2024-10-14,1000.00,,Political Contribution,011,,,,,,,,,H,IA,73,,,,,,,,
SB29,C00342022,SB29.12562,,,PAC,South Dakota Senate PAC,,,,,,115 Woodland Dr.,,Madison,SD,57042,G2024,,2024-10-02,500.00,,Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00342022,SB29.12607,,,CCM,Tim Reed for District 7,,,,,,1409 Whitetail Path,,Brookings,SD,57006,G2024,,2024-10-08,250.00,,Political Contribution,011,,,,,,,,,S,SD,,,,,,,,,
SB29,C00342022,SB29.12622,,,CCM,Wills for Iowa,,,,,,15732 Tradewind Dr.,,Spirit Lake,IA,51360,G2024,,2024-10-14,500.00,,Political Contribution,011,,,,,,,,,H,IA,01,,,,,,,,
SB29,C00342022,SB29.12628,,,CCM,Wilz for Iowa,,,,,,819 N. Court,,Ottumwa,IA,52501,G2024,,2024-10-14,500.00,,Political Contribution,011,,,,,,,,,H,IA,25,,,,,,,,
SB29,C00342022,SB29.12625,,,CCM,Wood for Iowa,,,,,,1202 E 8th Street Ext.,,New Market,IA,51646,G2024,,2024-10-14,500.00,,Political Contribution,011,,,,,,,,,H,IA,17,,,,,,,,
