form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00331694,VTD7FAF7N60,,,PTY,Ohio Democratic Party,,,,,,340 E Fulton St,,Columbus,OH,432155418,,,2023-03-23,5000.00,0.00,Contribution,,C00016899,Ohio Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00331694,VTD7FAF7NS0,,,CCM,Colin Allred For Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,P2024,,2023-06-20,5000.00,0.00,Contribution,,C00839597,,,Allred,Colin,,,,S,TX,00,,,,,,,,
SB23,C00331694,VTD7FAF7NF1,,,PTY,Democratic Senatorial Campaign Committee,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-06-20,15000.00,0.00,Contribution-Legal Fund,,C00042366,Democratic Senatorial Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00331694,VTD7FAF7NM1,,,CCM,Beatty For Congress,,,,,,PO Box 172,,Columbus,OH,432160172,G2024,,2023-06-20,5000.00,0.00,Contribution,,C00507368,,,Beatty,Joyce,,,,H,OH,03,,,,,,,,
SB23,C00331694,VTD7FAF7N52,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,P2024,,2023-03-23,5000.00,0.00,Contribution,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00331694,VTD7FAF7NK3,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,G2024,,2023-06-20,5000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00331694,VTD7FAF7NR3,,,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,PO Box 221232,,Beachwood,OH,441220996,G2024,,2023-06-20,5000.00,0.00,Contribution,,C00764381,,,BROWN,M SHONTEL,,,,H,OH,11,,,,,,,,
SB23,C00331694,VTD7FAF7N94,,,PTY,Democratic Senatorial Campaign Committee,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-03-23,15000.00,0.00,Contribution,,C00042366,Democratic Senatorial Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00331694,VTD7FAF7NE4,,,PTY,Democratic Senatorial Campaign Committee,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-03-23,30000.00,0.00,Contribution-Legal Fund,,C00042366,Democratic Senatorial Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00331694,VTD7FAF7N45,,,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,PO Box 221232,,Beachwood,OH,441220996,P2024,,2023-03-23,5000.00,0.00,Contribution,,C00764381,,,BROWN,M SHONTEL,,,,H,OH,11,,,,,,,,
SB23,C00331694,VTD7FAF7NJ5,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2023-06-20,5000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,00,,,,,,,,
SB23,C00331694,VTD7FAF7NQ5,,,CCM,EMILIA SYKES FOR CONGRESS,,,,,,545 E Town St,,Columbus,OH,432154801,G2024,,2023-06-20,5000.00,0.00,Contribution,,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,,
SB23,C00331694,VTD7FAF7N86,,,CCM,LANDSMAN FOR CONGRESS,,,,,,PO Box 413,,Cincinnati,OH,452010413,P2024,,2023-03-23,5000.00,0.00,Contribution,,C00800276,,,LANDSMAN,GREG,,,,H,OH,01,,,,,,,,
SB23,C00331694,VTD7FAF7NV6,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,G2024,,2023-06-21,5000.00,0.00,Contribution,,C00843391,,,Rochester,Lisa,Blunt,,,S,DE,00,,,,,,,,
SB23,C00331694,VTD7FAF7NH7,,,CCM,Elissa Slotkin For Michigan,,,,,,PO Box 4145,,East Lansing,MI,488264145,P2024,,2023-06-20,5000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,00,,,,,,,,
SB23,C00331694,VTD7FAF7NP7,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,436970899,G2024,,2023-06-20,5000.00,0.00,Contribution,,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00331694,VTD7FAF7N78,,,CCM,Kaptur For Congress,,,,,,PO Box 899,,Toledo,OH,436970899,P2024,,2023-03-23,5000.00,0.00,Contribution,,C00154625,,,Kaptur,Marcy,,,,H,OH,09,,,,,,,,
SB23,C00331694,VTD7FAF7NT8,,,CCM,Lisa Blunt Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-06-21,5000.00,0.00,Contribution,,C00843391,,,Rochester,Lisa,Blunt,,,S,DE,00,,,,,,,,
SB23,C00331694,VTD7FAF7NG9,,,PTY,Democratic Senatorial Campaign Committee,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2023-06-20,15000.00,0.00,Contribution-Building Fund,,C00042366,Democratic Senatorial Campaign Committee,,,,,,,,,,,,,,,,,
SB23,C00331694,VTD7FAF7SG9,,,CCM,Julie Johnson For Congress,,,,,,PO Box 802765,,Dallas,TX,753802765,P2024,,2023-06-20,2500.00,0.00,Contribution,,C00843003,,,Johnson,Julie,,,,H,TX,32,,,,,,,,
SB23,C00331694,VTD7FAF7NN9,,,CCM,Beatty For Congress,,,,,,PO Box 172,,Columbus,OH,432160172,P2024,,2023-03-23,5000.00,0.00,Contribution,,C00507368,,,Beatty,Joyce,,,,H,OH,03,,,,,,,,
