form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00566851,SB21B001,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2023-07-03,2009.65,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B002,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2023-07-03,12186.67,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B004,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-07-03,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B003,,,ORG,VENABLE LLP,,,,,,PO BOX 62727,,BALTIMORE,MD,21264,,,2023-07-03,306.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B005,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-07-06,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B006,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-07-07,85.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B007,,,ORG,ANEDOT INC,,,,,,1340 POYDRAS ST STE 1770,,NEW ORLEANS,LA,70112,,,2023-07-11,40.30,,CREDIT CARD PROCESSING FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B008,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-07-21,210.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B009,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-07-21,15.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B010,,,ORG,BB&T VISA,,,,,,PO BOX 580340,,CHARLOTTE,NC,28258,,,2023-07-24,1219.18,,CREDIT CARD PAYMENT - SEE DETAIL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB.5,SB21B010,SB21B,ORG,AMERICAN AIRLINES,,,,,,4255 AMON CARTER BLVD,,FT WORTH,TX,76155,,,2023-07-24,589.40,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00566851,SB.1,SB21B010,SB21B,ORG,HOTEL FORT,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2023-07-24,207.39,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00566851,SB.4,SB21B010,SB21B,ORG,SOUTHWEST AIRLINES,,,,,,2702 LOVE FIELD DR,,DALLAS,TX,75235,,,2023-07-24,369.90,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00566851,SB.3,SB21B010,SB21B,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-07-24,24.99,,BANK FEE,,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00566851,SB21B011,,,ORG,T&L PROPERTIES LLC,,,,,,1909 SYCAMORE ST,,GRANGER,IA,50109,,,2023-08-02,267.50,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B012,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,VIENNA,VA,22182,,,2023-08-04,1250.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B013,,,ORG,INTUIT,,,,,,2700 COAST AVE,,MOUNTAIN VIEW,CA,94043,,,2023-08-07,90.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B014,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-08-21,210.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B015,,,ORG,TRUIST,,,,,,1445 NEW YORK AVE NW 4TH FL,,WASHINGTON,DC,20005,,,2023-08-21,15.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B016,,,IND,,ERNST,JONI,,,,UNITEMIZE,,Red Oak,IA,51566,,,2023-08-22,29.98,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B017,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,PO BOX 341027,,AUSTIN,TX,78734,,,2023-08-22,4000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B018,,,ORG,SOCKO STRATEGIES LLC,,,,,,1101 30TH ST NW STE 125,,WASHINGTON,DC,20007,,,2023-08-22,43158.63,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00566851,SB21B019,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BLVD STE 200,,ARLINGTON,VA,22201,,,2023-08-22,18.00,,WEB SERVICE,,,,,,,,,,,,,  ,,,,,,,
