form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00522425,SB21B.I30256,,,IND,,D'ANTONIO,MICHAEL,,MR.,,1 ARLINGTON CT.,,MILLER PLACE,NY,11764,,,2024-10-31,6000.00,,PAC STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30259,,,IND,,KINZINGER,ADAM,,,,25566 S KEATING BOULEVARD,APARTMENT GB,CHANNAHON,IL,604105623,,,2024-11-04,1992.00,,PAC AIRFARE MILEAGE REIMBURSEMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30255,,,IND,,RIDENOUR,GREG,,,,1743 WATERS EDGE DR.,,MINOOKA,IL,60447,,,2024-10-30,274.43,,PAC MILEAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30261,,,IND,,RIDENOUR,GREG,,,,1743 WATERS EDGE DR.,,MINOOKA,IL,60447,,,2024-11-15,2500.00,,PAC BOOKKEEPING SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30251,,,ORG,ANEDOT,,,,,,PO BOX 84314,,BATON ROUGE,LA,708844314,,,2024-10-31,11.19,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30252,,,ORG,ANEDOT,,,,,,PO BOX 84314,,BATON ROUGE,LA,708844314,,,2024-11-19,74.86,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30260,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,VIENNA,VA,22182,,,2024-11-05,250.00,,PAC SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30254,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVE SUITE 101,,ATHENS,GA,306051332,,,2024-10-25,1024.50,,PAC COMPLIANCE SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30257,,,ORG,"RMS ACTIVATION, LLC",,,,,,2355 QUAIL GLEN DR,,CHINO HILLS,CA,91709,,,2024-11-20,2923.88,,PAC TRAVEL EXPENSE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00522425,SB21B.I30253,,,ORG,VISA,,,,,,PO BOX 4513,,CAROL STREAM,IL,601974513,,,2024-10-22,492.41,,SEE MEMO ENTRIES,,,,,,,,,,,,,  ,,,,,,,
