form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00545830,500495880,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-03-22,30000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500493831,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-03-11,37000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500490031,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-02-06,6500.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
SB22,C00545830,500492172,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-02-20,114000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500493633,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-03-06,168000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500493834,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-03-07,2000.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
SB22,C00545830,500485494,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-01-11,196000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500498356,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-03-31,430000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500490027,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-02-06,62000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500492587,,,PTY,Pennsylvania Democratic Party,,,,,,300 N 2nd St,Fl 8,Harrisburg,PA,171011303,,,2024-02-22,27000.00,0.00,Joint Fundraising Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00545830,500495208,,,CCM,"Bob Casey For Senate, Inc.",,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-03-18,98000.00,0.00,Joint Fundraising Transfer,,C00431056,,,Casey,Bob,P.,,Jr.,S,PA,00,,,,,,,,
SB22,C00545830,500495879,,,PAC,Keystone America PAC,,,,,,607 14th St NW,Ste 800,Washington,DC,200052005,,,2024-03-21,13000.00,0.00,Joint Fundraising Transfer,,C00439992,,,,,,,,,,,,,,,,,,
