form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00552083,SB23.24157,,,PAC,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2024-03-18,2500.00,,,,,,H6FL09070,BILIRAKIS,GUS M,,,,H,FL,12,,,,,,,,
SB23,C00552083,SB23.24148,,,PAC,FRIENDS OF NEAL DUNN,,,,,,PO BOX 10037,,TALLAHASSEE,FL,32302,P2024,,2024-03-14,2500.00,,,,,,H6FL02208,DUNN,NEAL,Patrick,,,H,FL,02,,,,,,,,
SB23,C00552083,SB23.24152,,,PAC,FRIENDS OF NEAL DUNN,,,,,,PO BOX 10037,,TALLAHASSEE,FL,32302,G2024,,2024-03-14,2500.00,,,,,,H6FL02208,DUNN,NEAL,Patrick,,,H,FL,02,,,,,,,,
SB23,C00552083,SB23.24244,,,PAC,HOOPS PAC,,,,,,PO BOX 3314,,PORTLAND,OR,97208,G2024,,2024-03-27,5000.00,,,,,,S6OR00110,WYDEN,RONALD L.,,,,S,OR,00,,,,,,,,
SB23,C00552083,SB23.24153,,,PAC,LAHOOD FOR CONGRESS,,,,,,P.O. BOX 10735,,PEORIA,IL,61612,G2024,,2024-03-18,2500.00,,,,,,H6IL18088,LAHOOD,DARIN MCKAY,,,,H,IL,16,,,,,,,,
SB23,C00552083,SB23.24141,,,PAC,PALLONE FOR CONGRESS,,,,,,PO BOX 3176,,LONG BRANCH,NJ,07740,G2024,,2024-03-13,5000.00,,,,,,H8NJ03073,PALLONE,FRANK JR,,,,H,NJ,06,,,,,,,,
SB23,C00552083,SB23.24145,,,PAC,PASCRELL FOR CONGRESS,,,,,,PO BOX 100,,TEANECK,NJ,07666,G2024,,2024-03-13,2500.00,,,,,,H6NJ08118,PASCRELL,WILLIAM J. JR.,,,,H,NJ,09,,,,,,,,
SB23,C00552083,SB23.24052,,,PAC,PETE AGUILAR FOR CONGRESS,,,,,,PO BOX 10954,,SAN BERNARDINO,CA,92423,G2024,,2024-03-07,5000.00,,,,,,H2CA31125,AGUILAR,PETE,,,,H,CA,33,,,,,,,,
SB23,C00552083,SB23.24241,,,PAC,SPIKE PAC,,,,,,PO BOX 9536,C/O NORTH SIDE VENTURES,LOWELL,MA,01853,G2024,,2024-03-27,2500.00,,,,,,H8MA03106,TRAHAN,LORI,,,,H,MA,03,,,,,,,,
SB23,C00552083,SB23.24049,,,PTY,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,G2024,,2024-03-07,5000.00,,,,,,H0AL07086,SEWELL,TERRI A.,,,,H,AL,07,,,,,,,,
