form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00351635,SB29.11200,,,CCM,Abrams for Ohio,,,,,,92 Fawn Drive,"Jennifer Best, Treasurer","Harrison,",OH,45030,G2024,,2024-08-08,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11199,,,CCM,Citizens for Blessing,,,,,,3378 Dolomar Drive,"Louis W. Blessing Jr., Treasurer",Cincinnati,OH,45239,G2024,,2024-08-08,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11212,,,CCM,Citizens for McColley,,,,,,15 Lemans Drive,"Susan Jones, Treasurer",Napoleon,OH,43545,P2026,,2024-08-26,2500.00,,,,,,,,,,,,,OH,,,,,,,,,
SB29,C00351635,SB29.11205,,,CCM,Citizens for Stephanie Kunze,,,,,,9856 Archer Lane,"Natalie Baur, Treasurer",Dublin,OH,43017,G2024,,2024-08-28,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11213,,,PAC,Council Leadership Fund,,,,,,3615 Superior Ave. Ste. 4401A,"Rudy Stralka, Treasurer",Cleveland,OH,44114,,,2024-08-06,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11207,,,CCM,Deeter for Ohio,,,,,,1711 Pioneer Pass,"Natalie Baur, Treasurer",Norwalk,OH,44857,G2024,,2024-08-22,500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11194,,,CCM,Demetriou for Ohio,,,,,,"8472 E. Washington Street, Ste 226","Sharon Gingerich, Treasure",Chagrin Falls,OH,44023,G2024,,2024-08-01,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11211,,,CCM,Friends of Bill Reineke,,,,,,4679 Winterset Dr.,"Susan Jones, Treasurer",Columbus,OH,43220,G2024,,2024-08-26,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11196,,,CCM,Friends of David Thomas,,,,,,8695 Troutman Road,"Angela Thomas, Treasurer","Orwell,",OH,44076,G2024,,2024-08-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11195,,,CCM,Friends of Nick Santucci,,,,,,535 Avalon Drive SE,"Dominic Carlini, Treasurer",Warren,OH,44484,G2024,,2024-08-01,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11206,,,CCM,Friends of Swearingen,,,,,,4679 Winterset Drive,"Susan Jones, Treasurer",Columbus,OH,43220,G2024,,2024-08-28,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11198,,,CCM,Friends of Tom Patton,,,,,,17157 Rabbit Run Drive,"Peter Corrigan, Treasurer",Strongsville,OH,44136,G2024,,2024-08-08,1100.00,,,,,,,,,,,,,OH,,,,,,,,,
SB29,C00351635,SB29.11197,,,CCM,Mathews for Ohio,,,,,,4679 Winterset Drive,"Susan Jones, Treasurer","Columbus,",OH,43220,G2024,,2024-08-01,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11208,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,"J. Yuskewich, Treasurer",Columbus,OH,43220,G2024,,2024-08-22,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11210,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,"J. Yuskewich, Treasurer",Columbus,OH,43220,G2024,,2024-08-22,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11201,,,CCM,Mike Odioso for Ohio,,,,,,12070 Stone Point Court,"Matthew Emch, Treasurer","Loveland,",OH,45140,G2024,,2024-08-08,250.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11209,,,CCM,Plummer for Ohio,,,,,,4679 Winterset Drive,"Susan Jones, Treasurer",Columbus,OH,43220,G2024,,2024-08-22,1000.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11204,,,PTY,Republican Senate Campaign Committee,,,,,,4679 Winterset Drive,"Matthew Yuskewich, Treasurer",Columbus,OH,43220,,,2024-08-14,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11203,,,CCM,Romanchuk for Ohio,,,,,,4679 Winterset Drive,"Susan Jones, Treasurer",Columbus,OH,43220,G2024,,2024-08-14,2500.00,,,,,,,,,,,,,,,,,,,,,,
SB29,C00351635,SB29.11202,,,CCM,Steve Wilson for Ohio,,,,,,102 E. Orchard Ave.,"Matthew Nolan, Treasurer",Lebanon,OH,45036,P2026,,2024-08-08,250.00,,,,,,,,,,,,,,,,,,,,,,
