form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00157537,SE.9449,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-30,0.43,,141.29,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,X
SE,C00157537,SE.9450,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-30,0.43,,142.14,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,X
SE,C00157537,SE.9451,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-30,0.43,,102.35,Postage,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,X
SE,C00157537,SE.9499,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-19,9.59,2024-05-29,153.22,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9500,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-19,9.57,2024-05-29,154.05,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9501,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-19,3.26,2024-05-29,115.08,Postage,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9502,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-19,6.29,2024-05-29,110.88,Postage,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9503,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-22,0.73,2024-05-29,153.95,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9504,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-22,0.73,2024-05-29,154.78,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9505,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-22,0.50,2024-05-29,115.58,Postage,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9506,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-22,0.22,2024-05-29,111.10,Postage,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9507,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-23,0.50,2024-05-29,154.45,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9508,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-23,0.50,2024-05-29,155.28,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9509,,,ORG,Elan,,,,,,PO Box 790408,,St. Louis,MO,631790408,P2024,,2024-04-23,0.50,2024-05-29,116.08,Postage,,C00157537,S,H4WV02205,MOORE,RILEY,,,,H,02,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9396,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,34.78,2024-04-29,34.78,Postage,,C00157537,S,P80001571,TRUMP,DONALD J.,,,,P,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9399,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,34.78,2024-04-29,34.78,Postage,,C00157537,S,,Justice,Jim,,,,S,,WV,Buchanan,Mary,Anne,,,2024-07-12,
SE,C00157537,SE.9400,,,ORG,"West Virginians for Life, Inc.",,,,,,25 Canyon Rd,,Morgantown,WV,26508,P2024,,2024-04-29,34.78,2024-04-29,34.78,Postage,,C00157537,S,H8WV03097,MILLER,CAROL DEVINE,,,,H,01,WV,Buchanan,Mary,Anne,,,2024-07-12,
