form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00344663,19644944,,,COM,Russell Coleman for Attorney General,,,,,,PO Box 221437,,Louisville,KY,40252,,,2023-07-12,1000.00,0.00,"Russell Coleman, ATTORNEY GENERAL  KY",011,,,,Coleman,Russell,,,,,,,,,,,,,,"Russell Coleman, ATTORNEY GENERAL  KY"
SB29,C00344663,19644946,,,COM,Billinger for Kansas,,,,,,PO Box 594,,Goodland,KS,67735,,,2023-07-12,250.00,0.00,"Rick Billinger, STATE SENATE 40th KS",011,,,,Billinger,Rick,,KS Sen.,,,,,,,,,,,,"Rick Billinger, STATE SENATE 40th KS"
SB29,C00344663,19644947,,,COM,Chase Blasi For Kansas Senate,,,,,,1746 N Blackstone Ct.,,Wichita,KS,67235,,,2023-07-12,250.00,0.00,"Chase Blasi, STATE SENATE 27th KS",011,,,,Blasi,Chase,,KS Sen.,,,,,,,,,,,,"Chase Blasi, STATE SENATE 27th KS"
SB29,C00344663,19644948,,,COM,Masterson for KS Senate,,,,,,P.O. Box 424,,Andover,KS,67002,,,2023-07-12,250.00,0.00,"Ty Masterson, STATE SENATE 16th KS",011,,,,Masterson,Ty,,KS Sen.,,,,,,,,,,,,"Ty Masterson, STATE SENATE 16th KS"
SB29,C00344663,19644949,,,COM,McGinn for State Senate,,,,,,PO Box A,,Sedgwick,KS,67135,,,2023-07-12,250.00,0.00,"Carolyn McGinn, STATE SENATE 31st KS",011,,,,McGinn,Carolyn,,KS Sen.,,,,,,,,,,,,"Carolyn McGinn, STATE SENATE 31st KS"
SB29,C00344663,19644951,,,COM,Will Carpenter for Kansas House,,,,,,6965 SW 18th Street,,El Dorado,KS,67042,,,2023-07-12,250.00,0.00,"Will Carpenter, STATE HOUSE 75th KS",011,,,,Carpenter,Will,,KS Rep.,,,,,,,,,,,,"Will Carpenter, STATE HOUSE 75th KS"
SB29,C00344663,19644952,,,COM,Les Mason for Kansas House of Representatives,,,,,,108 Arcadian Court,,McPherson,KS,67460,,,2023-07-12,250.00,0.00,"Les Mason, STATE HOUSE 73rd KS",011,,,,Mason,Les,,KS Rep.,,,,,,,,,,,,"Les Mason, STATE HOUSE 73rd KS"
SB29,C00344663,19644953,,,COM,Dan Hawkins for KS House,,,,,,9406 Harvest Lane,,Wichita,KS,67212,,,2023-07-12,250.00,0.00,"Daniel Hawkins, STATE HOUSE 100th KS",011,,,,Hawkins,Daniel,,KS Rep.,,,,,,,,,,,,"Daniel Hawkins, STATE HOUSE 100th KS"
SB29,C00344663,19644954,,,COM,Troy Waymaster for Kansas House,,,,,,3528 192nd Street,,Bunker Hill,KS,67626,,,2023-07-12,250.00,0.00,"Troy Waymaster, STATE HOUSE 109th KS",011,,,,Waymaster,Troy,,KS Rep.,,,,,,,,,,,,"Troy Waymaster, STATE HOUSE 109th KS"
SB29,C00344663,19644955,,,COM,Interhab Champion Fund,,,,,,"700 SW Jackson, Suite 1100",,Topeka,KS,66603,,,2023-07-12,500.00,0.00,,011,,,,,,,,,,,,,,,,,,,
