form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00740514,SE.4451,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2023,,,80.10,2023-08-02,80.10,Digital Political AD,004,C00740514,S,,Sahu,Nicholas,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4452,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,330.53,2023-08-23,330.53,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4453,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,86.99,2023-08-23,86.99,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4454,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,411.43,2023-08-28,411.43,Digital Political AD,004,C00740514,S,,DNC,Democratic Nat Comm,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4455,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2023,,,40.67,2023-08-28,40.67,Digital Political AD,004,C00740514,S,,Sahu,Nicholas,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4458,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,170.65,2023-09-11,170.65,Digital Political AD,004,C00740514,O,,DNC,Democratic Nat Comm,,,,,,NY,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4459,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,156.01,2023-09-11,156.01,Digital Political AD,004,C00740514,O,,DNC,Democratic Nat Comm,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4463,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,60.04,2023-09-11,60.04,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4464,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,70.00,2023-09-11,70.00,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4465,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,189.97,2023-09-11,189.97,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4466,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,50.00,2023-09-20,50.00,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4467,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,180.14,2023-09-27,180.14,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4468,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,179.98,2023-09-27,179.98,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4469,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,P2024,,,129.96,2023-09-28,129.96,Digital Political AD,004,C00740514,S,,Trump,Donald,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
SE,C00740514,SE.4470,,,ORG,GOOGLEADS,,,,,,1600 Amphitheater Parkway,,Mountain View,CA,94043,G2023,,,251.73,2023-09-28,251.73,Digital Political AD,004,C00740514,S,,Sahu,Nicholas,,,,,,MI,Moore,Glenn,C,,Sr.,2023-10-09,
