form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00410407,SB23.9261,,,CCM,AMERICAN REVIVAL PAC,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-12-19,5000.00,,Political Contribution,,C00639229,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9280,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P2026,,2024-12-19,5000.00,,Political Contribution,,C00543983,BILL CASSIDY FOR US SENATE,,CASSIDY,BILL,,,,S,LA,00,,,,,,,,
SB23,C00410407,SB23.9276,,,CCM,BLUE DOG POLITICAL ACTION COMMITTEE,,,,,,PO BOX 83142,,GAITHERSBURG,MD,20883,,,2024-12-19,5000.00,,Political Contribution,,C00305318,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9266,,,CCM,CHC BOLD PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,,,2024-12-19,5000.00,,Political Contribution,,C00365536,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9296,,,CCM,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,,,,,,PO BOX 183,,ANOKA,MN,55303,,,2024-12-19,5000.00,,Political Contribution,,C00592089,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9268,,,CCM,FAIR SHOT PAC,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,,,2024-12-19,5000.00,,Political Contribution,,C00574970,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9274,,,CCM,FORWARD TOGETHER PAC,,,,,,611 PENNSYLVANIA AVE SE,NUM 143,WASHINGTON,DC,20003,,,2024-12-19,5000.00,,Political Contribution,,C00412791,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9272,,,CCM,IMPACT,,,,,,192 LEXINGTON AVE.,SUITE 1001,NEW YORK,NY,10016,,,2024-12-19,5000.00,,Political Contribution,,C00348607,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9278,,,CCM,"JOBS, EDUCATION, & FAMILIES FIRST  JEFF PAC",,,,,,PO BOX 65322,,WASHINGTON,DC,20035,,,2024-12-19,5000.00,,Political Contribution,,C00617803,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9281,,,CCM,LASSO PAC,,,,,,901 N WASHINGTON ST,SUITE 700,ALEXANDRIA,VA,22314,,,2024-12-19,5000.00,,Political Contribution,,C00876912,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9258,,,PAC,MODERATE DEMOCRATS PAC,,,,,,PO BOX 70179,,WASHINGTON,DC,20024,,,2024-12-19,5000.00,,Political Contribution,,C00436022,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9270,,,CCM,MOTOR CITY PAC,,,,,,611 PENNSYLVANIA AVENUE SE,STE 143,WASHINGTON,DC,20003,,,2024-12-19,5000.00,,Political Contribution,,C00507574,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9263,,,CCM,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2024-12-19,5000.00,,Political Contribution,,C00563726,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9254,,,CCM,NEW DEMOCRAT COALITION ACTION FUND,,,,,,600 PENNSYLVANIA AVE SE,#410,WASHINGTON,DC,20003,,,2024-12-19,5000.00,,Political Contribution,,C00409730,,,,,,,,,,,,,,,,,,
SB23,C00410407,SB23.9265,,,CCM,SCHMITT FOR SENATE,,,,,,101 W ARGONNE DR,#24,SAINT LOUIS,MO,63122,P2028,,2024-12-19,1000.00,,Political Contribtion,,C00775015,SCHMITT FOR SENATE,S2MO00544,SCHMITT,ERIC,,,,S,MO,00,,,,,,,,
SB23,C00410407,SB23.9283,,,CCM,STEVE DAINES FOR MONTANA,,,,,,PO BOX 1598,,HELENA,MT,59624,P2026,,2024-12-19,5000.00,,Political Contribution,,C00491357,STEVE DAINES FOR MONTANA,S2MT00096,DAINES,STEVE,,,,S,MT,00,,,,,,,,
