form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00692590,500668796,,,CCM,Andrea Salinas for Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,G2024,,2024-06-25,500.00,0.00,Contribution,,C00793703,,,Salinas,Andrea,,,,H,OR,06,,,,,,,,
SB23,C00692590,500668765,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2024-06-25,500.00,0.00,Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00692590,500668763,,,CCM,Caraveo for Congress,,,,,,PO Box 953,,Eastlake,CO,806140953,G2024,,2024-06-25,500.00,0.00,Contribution,,C00787788,,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00692590,500668764,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-06-25,500.00,0.00,Contribution,,C00509968,,,Cartwright,Matthew,A.,,,H,PA,08,,,,,,,,
SB23,C00692590,500668767,,,CCM,Chris Deluzio for Congress,,,,,,PO Box 16210,,Pittsburgh,PA,152420210,G2024,,2024-06-25,500.00,0.00,Contribution,,C00787648,,,Deluzio,Christopher,,,,H,PA,17,,,,,,,,
SB23,C00692590,500668792,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,G2024,,2024-06-25,500.00,0.00,Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00692590,500668769,,,CCM,Committee to Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,042437108,G2024,,2024-06-25,500.00,0.00,Contribution,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00692590,500668798,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2024-06-25,500.00,0.00,Contribution,,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00692590,500668799,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,G2024,,2024-06-25,500.00,0.00,Contribution,,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00692590,500668800,,,CCM,Gabe Vasquez for Congress,,,,,,PO Box L,,Mesilla,NM,880464612,G2024,,2024-06-25,500.00,0.00,Contribution,,C00789404,,,Vasquez,Gabriel,,,,H,NM,02,,,,,,,,
SB23,C00692590,500668770,,,CCM,Jimmy Gomez for Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,G2024,,2024-06-25,500.00,0.00,Contribution,,C00629659,,,Gomez,Jimmy,,,,H,CA,34,,,,,,,,
SB23,C00692590,500668774,,,CCM,Josh Harder for Congress,,,,,,PO Box 4426,,Modesto,CA,953524426,G2024,,2024-06-25,500.00,0.00,Contribution,,C00639146,,,Harder,Josh,,,,H,CA,10,,,,,,,,
SB23,C00692590,500668785,,,CCM,Landsman for Congress,,,,,,PO Box 68033,,Cincinnati,OH,452068033,G2024,,2024-06-25,500.00,0.00,Contribution,,C00800276,,,Landsman,Greg,,,,H,OH,01,,,,,,,,
SB23,C00692590,500668768,,,CCM,Marie for Congress,,,,,,PO Box 1164,,Washougal,WA,986710926,P2024,,2024-06-25,500.00,0.00,Contribution,,C00806174,,,Gluesenkamp Perez,Marie,,,,H,WA,03,,,,,,,,
SB23,C00692590,500668795,,,CCM,Mary Peltola for Alaska,,,,,,810 N St,Ste 301,Anchorage,AK,995013271,G2024,,2024-06-25,500.00,0.00,Contribution,,C00812388,,,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00692590,500668788,,,CCM,Mrvan for Congress,,,,,,PO Box 55,,Crown Point,IN,463080055,G2024,,2024-06-25,500.00,0.00,Contribution,,C00727529,,,Mrvan,Frank,J.,,,H,IN,01,,,,,,,,
SB23,C00692590,500668762,,,CCM,Nikki for Congress,,,,,,PO Box 5171,,Springfield,IL,627055171,G2024,,2024-06-25,500.00,0.00,Contribution,,C00787812,,,Budzinski,Nikki,,,,H,IL,13,,,,,,,,
SB23,C00692590,500668801,,,CCM,Pat Ryan for Congress,,,,,,PO Box 2113,,Kingston,NY,124022113,G2024,,2024-06-25,500.00,0.00,Contribution,,C00815290,,,Ryan,Patrick,,,,H,NY,18,,,,,,,,
SB23,C00692590,500668797,,,CCM,Scholten for Congress,,,,,,PO Box 6233,,Grand Rapids,MI,495166233,P2024,,2024-06-25,500.00,0.00,Contribution,,C00711317,,,Scholten,Hillary,,,,H,MI,03,,,,,,,,
SB23,C00692590,500668766,,,CCM,Sharice for Congress,,,,,,13851 W 63rd St,Ste 303,Shawnee,KS,662163800,P2024,,2024-06-25,500.00,0.00,Contribution,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00692590,500668782,,,CCM,Val Hoyle for Congress,,,,,,PO Box 657,,Springfield,OR,974770116,G2024,,2024-06-25,500.00,0.00,Contribution,,C00796144,,,Hoyle,Valerie,,,,H,OR,04,,,,,,,,
SB23,C00692590,500668771,,,CCM,Vicente Gonzalez for Congress,,,,,,121 N 10th St,,McAllen,TX,785014688,G2024,,2024-06-25,500.00,0.00,Contribution,,C00592659,,,Gonzalez,Vicente,,,,H,TX,15,,,,,,,,
