form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00173096,B878340,,,CCM,Mani Grewal for Supervisor 2026,,,,,,PO Box 730,,Hilmar,CA,95324,P2026,,2024-07-17,1000.00,,P-2026 Supervisor  CA,011,,,,Grewal,Mani,,,,,CA, ,,,,,,,,
SB29,C00173096,B878342,,,CCM,Major General Richard D. Roth USAF (Ret.) Campaign,,,,,,3711-A Arlington Ave.,,Riverside,CA,92506,G2024,,2024-07-17,500.00,,G-2024 Co. Supv. Riverside - Dist 1 CA,011,,,,Roth,Richard,,,,,CA, ,,,,,,,,
SB29,C00173096,B878339,,,CCM,Terry Withrow for Supervisor 2026,,,,,,920 15th Street,,Modesto,CA,95324,P2026,,2024-07-17,1000.00,,P-2026 Supervisor  CA,011,,,,Withrow,Terry,,,,,CA, ,,,,,,,,
SB29,C00173096,B878337,,,CCM,Cervantes for Illinois,,,,,,PO Box 8415,,Chicago,IL,60608,G2024,,2024-07-17,1000.00,,G-2024 State Senate 1 IL,011,,,,Cervantes,Javier,,,,S,IL,01,,,,,,,,
SB29,C00173096,B878453,,,CCM,Committee to Elect Mark Tisdel,,,,,,PO Box 80146,,Rochester,MI,48308,P2024,,2024-07-19,500.00,,P-2024 State House 55 MI,011,,,,Tisdel,Mark,,,,H,MI,55,,,,,,,,
SB29,C00173096,B878452,,,CCM,Committee to Elect Michael Webber,,,,,,2315 Cumberland Road,,Rochester Hills,MI,48307,P2026,,2024-07-19,1000.00,,P-2026 State Senate 9 MI,011,,,,Webber,Michael,,,,S,MI,09,,,,,,,,
SB29,C00173096,B878338,,,CCM,Election Fund of Senator Bob Singer,,,,,,PO Box 408,,Bayville,NJ,08721,P2027,,2024-07-17,500.00,,P-2027 State Senate 30 NJ,011,,,,Singer,Bob,,,,S,NJ,30,,,,,,,,
SB29,C00173096,B878576,,,CCM,Shelley Berkley for Mayor,,,,,,100 N City Parkway Suite 1550,,Las Vegas,NV,89106,O2024,Runoff,2024-07-19,5000.00,,O-2024 Mayor Las Vegas NV,011,,,,Berkley,Shelley,,,,,NV, ,,,,,,,,
SB29,C00173096,B878577,,,CCM,Committee to Elect Shondra Summers-Armstrong,,,,,,1421 North Jones Boulevard #443,,Las Vegas,NV,89107,G2024,,2024-07-19,2500.00,,G-2024 City Council 5 NV,011,,,,Summers-Armstrong,Shondra,,,,,NV,05,,,,,,,,
SB29,C00173096,B878341,,,CCM,The Rex Lindberg Campaign,,,,,,6503 Saint Jude Drive,,Pasadena,TX,77505,G2025,,2024-07-17,1000.00,,G-2025 Mayor  TX,011,,,,Lindberg,Rex,,,,,TX, ,,,,,,,,
