form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00076810,6A2790A39E30873D20B,,,COM,Assembly Democratic Campaign Committee,,,,,,P.O. Box 814,,Madison,WI,53701,,,2024-04-26,3000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,D92206C590286AFFF95,,,COM,Committee for Accessible Government,,,,,,1103 Hays Street,,Tallahassee,FL,32301,,,2024-04-18,85000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,8F327EC7FEA1A7D5D75,,,COM,Committee to Elect a Republican Senate,,,,,,P. O. Box 2741,,Madison,WI,53701,,,2024-04-26,4500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,DD1194B88B990AB03E2,,,COM,ND Dem-NPL House Caucus,,,,,,1625 23rd St S,,Fargo,ND,58103,,,2024-04-05,500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,7C4BB7B9EFEE0FD937C,,,COM,ND House Republican Caucus,,,,,,4117 Downing St,,Bismarck,ND,58504,,,2024-04-05,500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,56879951EA15E92D615,,,COM,ND Senate Democratic-NPL Caucus,,,,,,710 S University Dr,,Fargo,ND,581036254,,,2024-04-05,500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,6A9F064A0933A23932F,,,COM,ND Senate Republican Caucus,,,,,,2525 Elk Dr,,Minot,ND,587015629,,,2024-04-05,500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,31C61405D1FB78F5C48,,,COM,Republican Assembly Campaign Committee,,,,,,148 East Johnson,,Madison,WI,53703,,,2024-04-26,4500.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,79C3844BBDB672ACDFD,,,COM,Troutman Pepper Hamilton Sanders LLP Georgia PAC Inc,,,,,,600 Peachtree St NE,"1103 Hays Street, Ste 3000",Atlanta,GA,303082305,,,2024-04-18,50000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
SB29,C00076810,C0219F2B75A2BEA29A2,,,COM,Wisconsin State Senate Democratic Committee (SSDC),,,,,,PO Box 164,,Madison,WI,53701,,,2024-04-26,3000.00,,Nonfederal Contribution,011,,,,,,,,,,,,,,,,,,,
