form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00724203,500186630,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,250000.00,2024-09-16,7594005.81,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186633,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,250000.00,2024-09-16,546430.00,Canvassing,,,S,S4AZ00139,Gallego,Ruben,,,,S,,AZ,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186652,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,97625.00,2024-09-16,7594005.81,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186653,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,97624.99,2024-09-16,221559.98,Canvassing,,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,,PA,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186712,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,105125.76,2024-09-16,7594005.81,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186715,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,105125.75,2024-09-16,236561.50,Canvassing,,,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186754,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,56435.28,2024-09-16,7594005.81,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186755,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,56435.27,2024-09-16,134930.54,Canvassing,,,S,S2WI00219,Baldwin,Tammy,,,,S,,WI,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186792,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,340010.13,2024-09-16,7594005.81,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Morales,Melissa,,,,2024-10-20,
SE,C00724203,500186794,,,ORG,OTG Strategies,,,,,,8651 Highway N,Ste 214,Lake St Louis,MO,63367,G2024,,2024-09-17,340010.13,2024-09-16,554945.19,Canvassing,,,S,S8NV00156,Rosen,Jacky,,,,S,,NV,Morales,Melissa,,,,2024-10-20,
