form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00844530,500733098,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-11-27,261.20,0.00,Bank service fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500740509,,,ORG,Amalgamated Bank,,,,,,275 7Th Ave,,New York,NY,100016708,,,2024-12-30,128.20,0.00,Bank service fee,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500739170,,,ORG,Eaton DC,,,,,,1201 K St NW,,Washington,DC,200054011,,,2024-12-12,35.50,0.00,Parking expenses,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500740505,,,ORG,Elias Law Group,,,,,,250 Massachusetts Ave NW,Ste 400,Washington,DC,200015825,,,2024-12-18,78.00,0.00,Legal services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500739169,,,ORG,Frobenius Conaway PC,,,,,,6411 Ivy Ln,Ste 308,Greenbelt,MD,207701405,,,2024-12-09,380.00,0.00,Accounting services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500738753,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-12-04,366.34,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500738754,,,ORG,Google,,,,,,600 Amphitheatre Pkwy,,Mountain View,CA,940431368,,,2024-12-06,98.96,0.00,Digital licensing services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500738752,,,ORG,Harlem Strategies,,,,,,345 7Th Ave,Rm 803,New York,NY,100015891,,,2024-12-04,875.00,0.00,Digital strategy and outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500740508,,,ORG,Harlem Strategies,,,,,,345 7Th Ave,Rm 803,New York,NY,100015891,,,2024-12-26,875.00,0.00,Digital strategy and outreach services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500740504,,,ORG,Kalik & Associates,,,,,,80 M St SE,,Washington,DC,200033544,,,2024-12-16,1250.00,0.00,Compliance services,,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500738751,,,ORG,Sahm Communications,,,,,,2331 Golden Chapel Rd,,Odenton,MD,211132535,,,2024-12-04,750.00,0.00,"Multimedia, communications, and digital advert services",,,,,,,,,,,,,,,,,,,,Non-contribution account
SB29,C00844530,500740507,,,ORG,The Frost Group LLC,,,,,,660 Pennsylvania Ave SE,Ste 202,Washington,DC,200034357,,,2024-12-18,10000.00,0.00,Political fundraising services,,,,,,,,,,,,,,,,,,,,Non-contribution account
