form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00832816,SB21B.4456,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-02-22,884.60,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4457,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-02-27,132.30,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4458,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-01,292.90,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4459,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-07,132.30,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4460,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-08,40.30,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4461,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-09,304.60,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4462,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-13,60.60,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4463,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-15,16.60,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4464,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-15,85.50,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00832816,SB21B.4466,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,70112,,,2023-03-17,40.30,,Merchant Fees,,,,,,,,,,,,,,,,,,,,
