form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00744946,500350600,,,ORG,Kii Arens LLC,,,,,,1984 N Main St,Apt 402,Los Angeles,CA,900312491,,,2024-12-17,4027.06,0.00,Postage & Shipping,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350610,,,ORG,Major King III,,,,,,6336 Brynhurst Ave,Ste 303,Los Angeles,CA,900433811,,,2024-12-30,375.00,0.00,Fundraising Event Audio Visual Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350720,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-03,183.07,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350730,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-13,50.97,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350740,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-26,1082.15,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350550,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200010198,,,2024-12-30,7250.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350560,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200010198,,,2024-12-30,6250.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350570,,,ORG,Bumperactive,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-12-16,31.59,0.00,Merchandise for Online Store Sales,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350580,,,ORG,Burdick Consulting Group LLC,,,,,,71 E Division St,,Chicago,IL,606108307,,,2024-12-10,5000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350590,,,ORG,DC Treasurer Office Of Tax/Revenue,,,,,,PO Box 98095,,Washington,DC,200908095,,,2024-12-10,5240.00,0.00,Tax-Federal and State,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350601,,,ORG,Kii Arens LLC,,,,,,1984 N Main St,Apt 402,Los Angeles,CA,900312491,,,2024-12-30,1154.19,0.00,Postage & Shipping,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350611,,,ORG,Wheels Up Consulting LLC,,,,,,1209 N Orange St,,Wilmington,DE,198011120,,,2024-12-10,8000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350721,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-04,182.05,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350731,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-16,72.38,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350741,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-27,317.01,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350551,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200010198,,,2024-12-30,9250.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350561,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200010198,,,2024-12-30,2000.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350571,,,ORG,Bumperactive,,,,,,5907 Burnet Rd,,Austin,TX,787573224,,,2024-12-16,22.54,0.00,Merchandise for Online Store Sales,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350581,,,ORG,"Caucus, Inc",,,,,,270 Old Lake St,,West Harrison,NY,106041610,,,2024-12-03,51607.21,0.00,Online Fundraising,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350591,,,ORG,DCM Inc,,,,,,330 W 38Th St,Rm 207,New York,NY,100188484,,,2024-12-10,2072.00,0.00,Telemarketing,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350602,,,ORG,Foundation For National Progress,,,,,,222 Sutter St,Ste 600,San Francisco,CA,941084457,,,2024-12-10,1317.87,0.00,Fundraising Event Supplies,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350612,,,ORG,Wizard Studios North Inc,,,,,,215 26Th Ave,,Astoria,NY,111024121,,,2024-12-18,10703.50,0.00,Fundraising Event Audio Visual Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350722,,,ORG,"Stripe, Inc.",,,,,,185 Berry St,Ste 550,San Francisco,CA,941079105,,,2024-12-05,65.50,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350732,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-16,8163.29,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350542,,,IND,,Levie,Aaron,,,,1790 Bay Laurel Dr,,Menlo Park,CA,940255860,,,2024-12-10,49808.57,0.00,Fundraising Event Catering & Production,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350742,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-29,11370.90,0.00,Service Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350552,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200010198,,,2024-12-30,6000.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00744946,500350562,,,ORG,MissionWired,,,,,,650 Massachusetts Ave NW,Ste 505,Washington,DC,200010198,,,2024-12-30,6750.00,0.00,Direct Mail,,,,,,,,,,,,,,,,,,,,
