form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00606962,SE.195478,,,COM,Action Saint Louis Power Project,,,,,,555 Washington Ave,,Saint Louis,MO,63101,P2024,,2024-06-19,50000.00,2024-07-18,247500.00,In person canvassing from 24 hour report 1791427,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195525,,,COM,Action Saint Louis Power Project,,,,,,555 Washington Ave,,Saint Louis,MO,63101,P2024,,2024-07-28,50000.00,2024-07-28,488370.00,In person canvassing 1806809,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195526,,,ORG,CCM&Co,,,,,,1022 Boulevard 329,,West Hartford,CT,06119,P2024,,2024-07-16,1400.00,2024-07-16,110381.64,Mail 1802823,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195488,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,P2024,,2024-06-28,37812.14,2024-07-11,37812.14,Mail reported on 24 hour report 1792848,,C00606962,O,H4AZ03109,ANSARI,YASSAMIN,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195489,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,P2024,,2024-07-08,72569.50,2024-07-11,110381.64,Digital ads reported as 24 hour report 1795002,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195485,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,P2024,,2024-07-18,105357.10,2024-07-17,215738.74,"TV ads reported as 24 hour report 1803495 as $130,357.10 1 of 2",,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195486,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,P2024,,2024-07-18,25000.00,2024-07-31,240738.74,"TV ads reported as 24 hour report 1803495 as $130,357.10 2 of 2",,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195490,,,ORG,Colibri Collective,,,,,,1425 N 1st Street,Suite 100,Phoenix,AZ,85004,P2024,,2024-07-26,34511.20,2024-07-31,275249.94,Digital ads reported as 24 hour report 1806604,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195527,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-02,3000.00,2024-07-02,0.00,Texting 1793618,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195537,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-02,3000.00,2024-07-02,10000.00,Texting 1793618,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195539,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-03,151.00,2024-07-03,75625.00,Texting 1794558,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195542,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-10,3245.00,2024-07-10,97500.00,Texting 1796054,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195528,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-16,2600.00,2024-07-16,110381.64,Texting 1803178,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195530,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-23,50.00,2024-07-23,215738.74,Texting 1805931,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195533,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-23,220.00,2024-07-23,215738.74,Texting 1805931,,C00606962,S,H4AZ03117,TERAN,RAQUEL,,,,H,03,AZ,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195544,,,ORG,Community Labor Administrative Services,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,P2024,,2024-07-30,1070.00,2024-07-30,488370.00,Texting 1807177,,C00606962,S,H8MO01143,Bush,Cori,,,,H,01,MO,Boland,Michael,,,,2024-12-09,X
SE,C00606962,SE.195507,,,IND,,Frank,Michael,,,,4805 Milan Ct,,Raleigh,NC,27813,P2024,,2024-07-09,800.00,2024-07-09,4757.28,Postcards,,C00606962,S,H0NY17174,JONES,MONDAIRE,,,,H,17,NY,Boland,Michael,,,,2024-12-09,
SE,C00606962,SE.195505,,,ORG,LC Media,,,,,,1604 Fawn Lane,,Huntington,PA,19006,P2024,,2024-07-09,65625.00,2024-07-03,75625.00,TV and Digital ads 48 hour report 1795448,,C00606962,O,H4MO01134,BELL,WESLEY MR,,,,H,01,MO,Boland,Michael,,,,2024-12-09,
