form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00837138,501160895,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-01-26,83.68,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501160896,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-02-27,87.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501160897,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-03-27,86.27,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501160894,,,ORG,Data Axle,,,,,,PO Box 957742,,Saint Louis,MO,631957742,,,2024-01-18,1000.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,10998967I,10998967,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-01-02,300.00,0.00,Software,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,10998968I,10998968,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-01-04,8000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,10998969I,10998969,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-01-11,764.10,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,10998970I,10998970,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-01-24,3228.58,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,10998971I,10998971,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-01-30,2000.00,0.00,Website,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,10998973I,10998973,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-02-08,4791.14,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,10998975I,10998975,SA11AI,ORG,Florida Watch,,,,,,PO Box 61784,,Jacksonville,FL,322361784,,,2024-02-22,188.76,0.00,Staff Time,,,,,,,,,,,,,,,,,,,,* In-Kind Received
SB21B,C00837138,501160891,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-01-16,90.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501160892,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-02-14,90.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501160893,,,ORG,Intuit,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-03-14,90.00,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00837138,501160898,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-02-01,700.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
