form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00866780,SE.4127,,,ORG,Pendulum Creative Group,,,,,,80 Norfolk St,,Needham,MA,02492,P2024,,2024-03-19,12569.75,2024-03-19,15534.33,Campaign Literature,006,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4119,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-13,300.00,2024-03-13,300.00,Facebook Advertising,004,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4121,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-13,700.00,2024-03-13,1000.00,Facebook Advertising,004,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4122,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-14,146.58,2024-03-14,1146.58,Print Literature,006,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4123,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-15,1050.00,2024-03-15,2196.58,Canvass Team Field Work (actual cost of estimated IE on amended 48-HR report filed  9/25/24),001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4124,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-15,768.00,2024-03-15,2964.58,Volunteer Management (actual cost of estimated IE on Amended 48-HR report filed 9/25/24),001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4128,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-19,4550.00,2024-03-19,20084.33,Canvass Team Field Work  (actual cost of estimated IE on Amended 48-HR report filed 9/25/24),001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4129,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-19,2456.00,2024-03-19,22540.33,Canvass Team Field Work  (actual cost of estimated IE on Amended 48-HR report filed 9/25/24),001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4130,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-19,1760.00,2024-03-19,24300.33,Volunteer Management,001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4135,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-26,6475.00,2024-03-26,30775.33,Canvass Team Field Work  (actual cost of estimated IE on Amended 48-HR report filed 9/25/24),001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4136,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-26,2508.00,2024-03-26,33283.33,Canvass Leads Field Work  (actual cost of estimated IE on Amended 48-HR report filed 9/25/24),001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
SE,C00866780,SE.4137,,,ORG,Pennsylvania United,,,,,,841 California Ave,,Pittsburgh,PA,15212,P2024,,2024-03-26,1024.00,2024-03-26,34307.33,Volunteer Management,001,C00866780,S,H2PA18200,LEE,SUMMER,,,,H,12,PA,Sylte,Deanna,,,,2024-09-25,
