form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00606962,SB29.190334,,,ORG,"ACORN Graphix, LLC",,,,,,3634 Woodpath Drive,,Florissant,MO,63031,,,2024-05-30,730.00,,design for non-federla election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190322,,,ORG,Americans for Financial Reform,,,,,,1615 L Street NW,`,Washington,DC,20036,,,2024-05-23,7000.00,,Research,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190285,,,ORG,Base Builder,,,,,,77 Sands Street,6th Floor,Brooklyn,NY,11201,,,2024-05-23,315715.73,,Canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190352,,,ORG,Best Print and Design,,,,,,4187 Snapfinger Woods,,Decatur,GA,30035,,,2024-05-20,550.64,,printed literature for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190307,,,ORG,Bouchard Gold Communications,,,,,,506 Sacramento Dr,,Austin,TX,78704,,,2024-05-23,34680.01,,Mail for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190309,,,ORG,Bouchard Gold Communications,,,,,,506 Sacramento Dr,,Austin,TX,78704,,,2024-05-31,14437.84,,Mail for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190317,,,ORG,CCM&Co,,,,,,1022 Boulevard 329,,West Hartford,CT,06119,,,2024-05-16,400.00,,Canvassing for non-federal election,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190305,,,ORG,New Mexico Working Families Party,,,,,,211 10th street NW,,Albuquerque,NM,87102,,,2024-05-28,50000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190321,,,ORG,Northside Research,,,,,,315 Flatbush Ave,,Brooklyn,NY,11217,,,2024-05-24,8000.00,,Research,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190324,,,COM,Progressive Voice for Oregon,,,,,,po Box 42307,,Portland,OR,97242,,,2024-05-13,5000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190326,,,ORG,Rosemont Capitol Consulting LLC,,,,,,40 Miller Hill Rd,,Osage,WV,26543,,,2024-05-01,4500.00,,Web design and digital support for non-federal work,,,,,,,,,,,,,,,,,,,,
SB29,C00606962,SB29.190318,,,PAC,THE PEOPLE'S LOBBY,,,,,,PO BOX 15123,,CHICAGO,IL,60615,,,2024-05-10,10000.00,,texting for non-federal election,,C90015868,,,,,,,,,,,,,,,,,,
