form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00753947,VVBACAS0B30,,,CCM,Angie Craig for Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-06-06,2500.00,0.00,Contribution,,C00575209,,,Craig,Angela,Dawn,,,H,MN,02,,,,,,,,
SB23,C00753947,VVBACAS0B48,,,CCM,Chris Pappas for Congress,,,,,,PO Box 313,,Manchester,NH,031050313,P2024,,2023-06-06,2500.00,0.00,Contribution,,C00660464,,,Pappas,Chris,,,,H,NH,01,,,,,,,,
SB23,C00753947,VVBACAS0B56,,,CCM,Eric Sorensen for Illinois,,,,,,PO Box 1172,,Moline,IL,612661172,P2024,,2023-06-06,2500.00,0.00,Donation,,C00793935,,,Sorensen,Eric,,,,H,IL,17,,,,,,,,
SB23,C00753947,VVBACAS0B64,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,PO Box L,,Mesilla,NM,880464612,P2024,,2023-06-15,1500.00,0.00,Donation,,C00789404,,,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00753947,VVBACAS0BG3,,,CCM,Julie Johnson for Congress,,,,,,PO Box 802765,,Dallas,TX,753802765,P2024,,2023-06-20,2500.00,0.00,Contribution,,C00843003,,,Johnson,Julie,,,,H,TX,32,,,,,,,,
SB23,C00753947,VVBACAS0B80,,,CCM,Lisa Blunt Rochester for Congress,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2023-06-30,5000.00,0.00,Donation,,C00590778,,,Blunt Rochester,Lisa,,,,H,DE,00,,,,,,,,
SB23,C00753947,VVBACAS0AZ9,,,CCM,Lofgren For Congress,,,,,,1346 The Alameda,# 7-380,San Jose,CA,951262699,G2024,,2023-02-24,5000.00,0.00,Donation,,C00289603,,,Lofgren,Zoe,,,,H,CA,18,,,,,,,,
SB23,C00753947,VVBACAS0BC2,,,CCM,McBride for Delaware Inc,,,,,,PO Box 1904,,Wilmington,DE,198991904,P2024,,2023-06-29,3300.00,0.00,Contribution,,C00843763,,,McBride,Sarah,Elizabeth,,,H,DE,00,,,,,,,,
SB23,C00753947,VVBACAS0BF5,,,CCM,McBride for Delaware Inc,,,,,,PO Box 1904,,Wilmington,DE,198991904,G2024,,2023-06-29,1700.00,0.00,Contribution,,C00843763,,,McBride,Sarah,Elizabeth,,,H,DE,00,,,,,,,,
SB23,C00753947,VVBACAS0B72,,,CCM,MELANIE FOR NEW MEXICO,,,,,,PO Box 51493,,Albuquerque,NM,871811493,P2024,,2023-06-15,1500.00,0.00,Donation,,C00765099,,,STANSBURY,MELANIE,,,,H,NM,01,,,,,,,,
SB23,C00753947,VVBACAS0B23,,,CCM,Sharice for Congress,,,,,,13851 W 63rd St,NUM 303,Shawnee,KS,662163800,P2024,,2023-06-06,2500.00,0.00,Donation,,C00670034,,,Davids,Sharice,,,,H,KS,03,,,,,,,,
SB23,C00753947,VVBACAS0BE7,,,CCM,Teresa for All,,,,,,PO Box 2675,,Santa Fe,NM,875042675,P2024,,2023-06-15,1500.00,0.00,Contribution,,C00704049,,,Leger Fernandez,Teresa,,,,H,NM,03,,,,,,,,
SB23,C00753947,VVBACAS0BH1,,,CCM,Vogel for Congress,,,,,,PO Box 906,,Gaithersburg,MD,208840906,P2024,,2023-06-20,2500.00,0.00,Contribution,,C00839704,,,Vogel,Joseph,,,,H,MD,06,,,,,,,,
SB23,C00753947,VVBACAS0BD9,,,CCM,Will Rollins for Congress,,,,,,31500 Grape St,Ste 3-452,Lake Elsinore,CA,925329709,P2024,,2023-06-20,1500.00,0.00,Contribution,,C00792507,,,Rollins,Will,,,,H,CA,41,,,,,,,,
