form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00428623,EB284700,,,COM,Liftoff PAC,,,,,,PO Box 33400,,Phoenix,,85067,,,2023-04-10,-5000.00,,Void check originally dated 10/07/22,011,C00785816,Liftoff PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB284704,,,CCM,Ashley Hinson for Congress,,,,,,PO Box 811,,Marion,IA,52302,P2024,,2023-04-14,1000.00,,2024 Contribution,011,C00706267,Ashley Hinson for Congress,,Hinson,Ashley,,,,H,IA,02,,,,,,,,
SB23,C00428623,EB284701,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,87125,P2024,,2023-04-14,1000.00,,2024 Contribution,011,C00434563,Martin Heinrich for Senate,,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00428623,EB284702,,,CCM,Martin Heinrich for Senate,,,,,,PO Box 25763,,Albuquerque,NM,87125,G2024,,2023-04-14,5000.00,,2024 Contribution,011,C00434563,Martin Heinrich for Senate,,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00428623,EB284703,,,CCM,Michelle Steel for Congress,,,,,,"9070 Irvine Center Drive, Suite 15",,Irvine,CA,92618,P2024,,2023-04-14,1000.00,,2024 Contribution,011,C00704981,Michelle Steel for Congress,,Steel,Michelle,,,,H,CA,45,,,,,,,,
SB23,C00428623,EB284705,,,CCM,Mikie Sherrill for Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,P2024,,2023-04-14,1000.00,,2024 Contribution,011,C00640003,Mikie Sherrill for Congress,,Sherrill,Mikie,,,,H,NJ,11,,,,,,,,
SB23,C00428623,EB285310,,,COM,CA LUV PAC (California Leadership United for Victory PAC),,,,,,"499 S. Capitol Street, SW, Ste 420",,Washington,DC,20003,,,2023-04-21,5000.00,,2023 Contribution,011,C00573709,CA LUV PAC (California Leadership United for Victory PAC),,,,,,,,,,,,,,,,,
SB23,C00428623,EB285308,,,COM,Electing Majority Making Effective Republicans,,,,,,PO Box 183,,Anoka,MN,55303,,,2023-04-21,5000.00,,2023 Contribution,011,C00592089,Electing Majority Making Effective Republicans,,,,,,,,,,,,,,,,,
SB23,C00428623,EB285305,,,CCM,Houchin for Congress,,,,,,PO Box 234,,Salem,IN,47167,P2024,,2023-04-21,2000.00,,2024 Contribution,011,C00800649,Houchin for Congress,,Houchin,Erin,,,,H,IN,09,,,,,,,,
SB23,C00428623,EB285307,,,COM,Innovation Political Action Committee,,,,,,"228 S Washington Street, Suite 115",,Alexandria,VA,22314,,,2023-04-21,5000.00,,2023 Contribution,011,C00540187,Innovation Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00428623,EB285306,,,CCM,Mike Flood for Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,P2024,,2023-04-21,2000.00,,2024 Contribution,011,C00801241,Mike Flood for Congress,,Flood,Mike,,,,H,NE,01,,,,,,,,
SB23,C00428623,EB285309,,,COM,Motor City PAC,,,,,,"611 Pennsylvania Avenue, SE",Suite 143,Washington,DC,20003,,,2023-04-21,5000.00,,2023 Contribution,011,C00507574,Motor City PAC,,,,,,,,,,,,,,,,,
SB23,C00428623,EB285313,,,CCM,Friends Of Raja For Congress,,,,,,PO Box 681202,,Schaumberg,IL,60168,P2024,,2023-04-28,1000.00,,2024 Contribution,011,C00575092,Friends Of Raja For Congress,,Krishnamoorthi,Raja,,,,H,IL,08,,,,,,,,
SB23,C00428623,EB285312,,,CCM,MAD 4 PA PAC,,,,,,PO Box 444,,Glenside,PA,19038,P2024,,2023-04-28,1000.00,,2024 Contribution,011,C00670844,MAD 4 PA PAC,,Dean,Madeleine,,,,H,PA,04,,,,,,,,
SB23,C00428623,EB285311,,,CCM,Wicker for Senate,,,,,,PO Box 64,,Jackson,MS,39205,G2024,,2023-04-28,1000.00,,2024 Contribution,011,C00443218,Wicker for Senate,,Wicker,Roger,,,,S,MS,,,,,,,,,
