form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00747998,500000590,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-01,50000.00,2024-09-01,2098149.87,Actual Cost for Phone Banking As Disclosed on 9/3 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000592,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-14,2563.00,2024-09-14,2098149.87,Actual Cost for Email List Rental As Disclosed on 9/16 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000593,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-14,116801.75,2024-09-14,2098149.87,Actual Cost for Phone Banking and Canvassing As Disclosed on 9/16 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000594,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-14,451.27,2024-09-14,2098149.87,Actual Cost for Staff Time As Disclosed on 9/16 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000598,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-16,664.75,2024-09-16,2098149.87,Actual Cost for Staff Time As Disclosed on 9/18 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000602,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-17,2563.00,2024-09-17,2098149.87,Actual Cost for List Rental As Disclosed on 9/18 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000619,,,ORG,"Care in Action, Inc.",,,,,,45 Broadway,Ste 2240,New York,NY,100063007,G2024,,2024-09-30,85954.00,2024-09-30,91954.00,Actual Cost for Canvassing and Phone Banking Services As Disclosed on 10/2 48-Hr Report,004,,S,,Gallego,Ruben,,,,S,,AZ,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000596,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-09-14,4310.00,2024-09-10,2098149.87,Actual Cost for Canvassing Literature As Disclosed on 9/16 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000599,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-09-16,5255.00,2024-09-16,2098149.87,Actual Cost for Canvassing Literature As Disclosed on 9/18 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
SE,C00747998,500000591,,,ORG,Deliver Strategies LLC,,,,,,PO Box 100970,,Arlington,VA,222103970,G2024,,2024-09-01,9818.00,2024-09-30,2098149.87,Actual Cost for Canvassing Literature As Disclosed on 9/3 48-Hr Report,004,,S,,Harris,Kamala,,,,P,,,Mirza,Sobaika,,,,2024-12-17,
