form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00164939,SB23.29839,,,COM,AMERICAN SUGARBEET GROWERS ASSOCIATION POLITICAL ACTION COMMITTEE,,,,,,1156 15TH ST NW SUITE 1101,,WASHINGTON,DC,20005,G2024,,2024-01-08,5000.00,,,,C00167684,,,,,,,,,,,,,,,,,,
SB23,C00164939,SB23.29907,,,CCM,BADLANDS PAC,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2024,,2024-03-04,1000.00,,,,C00543207,BADLANDS PAC,H0ND01026,CRAMER,KEVIN,,,,H,ND,01,,,,,,,,
SB23,C00164939,SB23.29896,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,G2024,,2024-03-04,1000.00,,,,C00662650,BALDERSON FOR CONGRESS,,BALDERSON,TROY,,,,,,,,,,,,,,
SB23,C00164939,SB23.29850,,,CCM,"BEN CLINE FOR CONGRESS, INC.",,,,,,P.O. BOX 1790,,HARRISONBURG,VA,22803,G2024,,2024-03-04,2500.00,,,,C00661561,"BEN CLINE FOR CONGRESS, INC.",H8VA06104,CLINE,BENJAMIN LEE,,,,H,VA,06,,,,,,,,
SB23,C00164939,SB23.29889,,,CCM,BERGMANFORCONGRESS,,,,,,N5070 CISCO LAKE ROAD,,WATERSMEET,MI,49969,G2024,,2024-03-04,1000.00,,,,C00614214,BERGMANFORCONGRESS,H6MI01226,BERGMAN,JOHN,,,,H,MI,01,,,,,,,,
SB23,C00164939,SB23.29840,,,CCM,CARLOS GIMENEZ FOR CONGRESS,,,,,,1421 SW 107TH AVE #236,,MIAMI,FL,33174,G2024,,2024-01-16,1000.00,,,,C00735985,CARLOS GIMENEZ FOR CONGRESS,,GIMENEZ,CARLOS,,,,H,FL,,,,,,,,,
SB23,C00164939,SB23.29855,,,CCM,CELESTE FOR CONGRESS,,,,,,P. O. BOX 2410,,CEDAR CITY,UT,84721,G2024,,2024-03-04,1000.00,,,,C00842765,CELESTE FOR CONGRESS,H4UT02296,MALOY,CELESTE,,,,H,UT,02,,,,,,,,
SB23,C00164939,SB23.29843,,,CCM,COMER FOR CONGRESS,,,,,,PO BOX 338,,TOMPKINSVILLE,KY,42167,G2024,,2024-01-16,1000.00,,,,C00588764,COMER FOR CONGRESS,H6KY01110,COMER,JAMES,,,,H,KY,01,,,,,,,,
SB23,C00164939,SB23.29904,,,CCM,CONNOLLY FOR CONGRESS,,,,,,PO BOX 563,,MERRIFIELD,VA,22116,G2024,,2024-03-04,1000.00,,,,C00445452,CONNOLLY FOR CONGRESS,H8VA11062,CONNOLLY,GERRY,,,,H,VA,11,,,,,,,,
SB23,C00164939,SB23.29911,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO BOX 1372,,VERNON,CT,06066,G2024,,2024-03-12,1000.00,,,,C00410233,COURTNEY FOR CONGRESS,,,,,,,H,CT,02,,,,,,,,
