form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00837518,SB22.I593,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-12-12,6642.34,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832436,,S6NE00129,RICKETTS,PETE,,,,S,NE,,  ,,,,,,,
SB22,C00837518,SB22.I560,,,PAC,AMERICAN EXCELLENCE PAC,,,,,,1327 H STREET,STE 101,LINCOLN,NE,68508,,,2024-12-12,8368.51,,DISTRIBUTION OF NET JFC PROCEEDS,,C00832501,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I580,,,PAC,MONTANA RED,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-12-12,20791.67,,DISTRIBUTION OF NET JFC PROCEEDS,,C00739003,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I595,,,PAC,SEND IN THE SEAL PAC,,,,,,228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,,,2024-12-12,7218.24,,DISTRIBUTION OF NET JFC PROCEEDS,,C00845099,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I561,,,PTY,ALABAMA REPUBLICAN PARTY,,,,,,3505 LORNA ROAD,,HOOVER,AL,35216,,,2024-12-12,10292.89,,DISTRIBUTION OF NET JFC PROCEEDS,,C00044776,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I564,,,PTY,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,,,,,,1001 K ST. FLOOR 4,,SACRAMENTO,CA,95814,,,2024-12-12,9563.15,,DISTRIBUTION OF NET JFC PROCEEDS,,C00140590,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I565,,,PTY,DC REPUBLICAN PARTY FEDERAL ACCOUNT,,,,,,P.O. BOX 75153,,WASHINGTON,DC,20013,,,2024-12-12,10069.78,,DISTRIBUTION OF NET JFC PROCEEDS,,C00191288,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I567,,,PTY,GEORGIA REPUBLICAN PARTY,,,,,,1445 WOODMONT LN NW SUITE 000 ATLA,1445 WOODMONT LN NW SUITE 000 ATLA,ATLANTA,GA,30301,,,2024-12-12,9661.68,,DISTRIBUTION OF NET JFC PROCEEDS,,C00774398,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I569,,,PTY,ILLINOIS REPUBLICAN PARTY - FEDERAL,,,,,,PO BOX 64897,,CHICAGO,IL,606640897,,,2024-12-12,8581.40,,DISTRIBUTION OF NET JFC PROCEEDS,,C00005926,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I570,,,PTY,INDIANA REPUBLICAN STATE COMMITTEE INC.,,,,,,101 WEST OHIO STREET,SUITE 2200,INDIANAPOLIS,IN,46204,,,2024-12-12,9699.25,,DISTRIBUTION OF NET JFC PROCEEDS,,C00006486,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I571,,,PTY,KANSAS REPUBLICAN PARTY,,,,,,PO BOX 4157,,TOPEKA,KS,666040157,,,2024-12-12,9715.23,,DISTRIBUTION OF NET JFC PROCEEDS,,C00004606,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I575,,,PTY,MAINE REPUBLICAN PARTY,,,,,,9 HIGGINS STREET,,AUGUSTA,ME,04330,,,2024-12-12,9697.06,,DISTRIBUTION OF NET JFC PROCEEDS,,C00003111,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I574,,,PTY,MARYLAND REPUBLICAN STATE CENTRAL COMMITT,,,,,,PO BOX 631,,ANNAPOLIS,MD,21404,,,2024-12-12,10170.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00120055,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I573,,,PTY,MASSACHUSETTS REPUBLICAN PARTY,,,,,,400 WEST CUMMINGS PARK,STE 5650,WOBURN,MA,01801,,,2024-12-12,9896.53,,DISTRIBUTION OF NET JFC PROCEEDS,,C00042622,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I576,,,PTY,MICHIGAN REPUBLICAN PARTY,,,,,,520 SEYMOUR AVE,,LANSING,MI,48933,,,2024-12-12,9151.02,,DISTRIBUTION OF NET JFC PROCEEDS,,C00041160,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I578,,,PTY,MISSISSIPPI REPUBLICAN PARTY,,,,,,P. O. BOX 60,,JACKSON,MS,392050060,,,2024-12-12,10032.84,,DISTRIBUTION OF NET JFC PROCEEDS,,C00084368,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I579,,,PTY,MONTANA REPUBLICAN STATE CENTRAL CMTE,,,,,,PO BOX 935,,HELENA,MT,59624,,,2024-12-12,34466.46,,DISTRIBUTION OF NET JFC PROCEEDS,,C00008086,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I588,,,PTY,NEVADA REPUBLICAN CENTRAL CMTE,,,,,,840 S. RANCHO DR. SUITE 4-800,,LAS VEGAS,NV,891063837,,,2024-12-12,10070.19,,DISTRIBUTION OF NET JFC PROCEEDS,,C00082925,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I583,,,PTY,NEW HAMPSHIRE REPUBLICAN STATE COMMITTEE,,,,,,10 WATER ST,,CONCORD,NH,033014844,,,2024-12-12,9456.56,,DISTRIBUTION OF NET JFC PROCEEDS,,C00136457,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I581,,,PTY,NORTH CAROLINA REPUBLICAN PARTY,,,,,,1506 HILLSBOROUGH ST,,RALEIGH,NC,276051831,,,2024-12-12,9456.56,,DISTRIBUTION OF NET JFC PROCEEDS,,C00038505,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I582,,,PTY,NORTH DAKOTA REPUBLICAN PARTY,,,,,,1029 N. 5TH STREET,,BISMARCK,ND,58501,,,2024-12-12,10163.22,,DISTRIBUTION OF NET JFC PROCEEDS,,C00018929,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I585,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-12-12,28739.04,,DISTRIBUTION OF NET JFC PROCEEDS-BLDG,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I586,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-12-12,63993.16,,DISTRIBUTION OF NET JFC PROCEEDS,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I587,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-12-12,76298.27,,DISTRIBUTION OF NET JFC PROCEEDS-LEGAL,,C00027466,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I589,,,PTY,NY REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,,,,,,315 STATE ST,,ALBANY,NY,122102001,,,2024-12-12,9081.97,,DISTRIBUTION OF NET JFC PROCEEDS,,C00055582,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I590,,,PTY,OHIO REPUBLICAN PARTY STATE CENTRAL,,,,,,471 EAST BROAD STREET,SUITE 1510,COLUMBUS,OH,43215,,,2024-12-12,26459.51,,DISTRIBUTION OF NET JFC PROCEEDS,,C00162339,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I562,,,PTY,REPUBLICAN PARTY OF ARKANSAS,,,,,,1201 W 6TH ST,,LITTLE ROCK,AR,722013019,,,2024-12-12,10075.42,,DISTRIBUTION OF NET JFC PROCEEDS,,C00084954,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I563,,,PTY,REPUBLICAN PARTY OF ARIZONA LLC,,,,,,3033 N CENTRAL AVE,SUITE 300,PHOENIX,AZ,85012,,,2024-12-12,9844.90,,DISTRIBUTION OF NET JFC PROCEEDS,,C00008227,,,,,,,,,,,  ,,,,,,,
SB22,C00837518,SB22.I566,,,PTY,REPUBLICAN PARTY OF FLORIDA,,,,,,420 E. JEFFERSON STREET,,TALLAHASSEE,FL,32301,,,2024-12-12,9817.45,,DISTRIBUTION OF NET JFC PROCEEDS,,C00099259,,,,,,,,,,,  ,,,,,,,
