form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00477653,B888943,,,PAC,American Excellence PAC,,,,,,1327 H Street Suite 101,,Lincoln,NE,68508,O2024,Not Applicable,2024-10-17,5000.00,,Contribution,011,C00832501,American Excellence PAC,,,,,,,,, ,,,,,,,,
SB23,C00477653,B890240,,,CCM,Banks for Senate,,,,,,439 New Jersey Ave SE Washington D,,Washington,DC,20003,G2024,,2024-10-22,2500.00,,Contribution,011,C00577999,,S4IN00196,Banks,Jim,,,,S,IN, ,,,,,,,,
SB23,C00477653,B890236,,,CCM,Julia Letlow For Congress,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,G2024,,2024-10-22,5000.00,,Contribution,011,C00766428,,H2LA05126,Letlow,Julia,,,,H,LA,05,,,,,,,,
SB23,C00477653,B891444,,,PAC,Serving Our Country (SOC) PAC,,,,,,PO BOX 1290,,Santa Barbara,CA,93102,O2024,Not Applicable,2024-11-01,2500.00,,Contribution,011,C00656132,Serving Our Country (SOC) PAC,,,,,,,,, ,,,,,,,,
SB23,C00477653,B891737,,,PAC,Florida Freedom Fund PAC,,,,,,P.O. Box 47556,,Tampa,FL,33646,O2024,Not Applicable,2024-11-12,2500.00,,Contribution,011,C00825430,Florida Freedom Fund PAC,,,,,,,,, ,,,,,,,,
SB23,C00477653,B891738,,,PAC,Together Holding Our Majority PAC,,,,,,10540 Swerling Way,,Raleigh,NC,27614,O2024,Not Applicable,2024-11-12,2500.00,,Contribution,011,C00571323,Together Holding Our Majority PAC,,,,,,,,, ,,,,,,,,
SB23,C00477653,B891796,,,PAC,Mother on a Mission (Mom PAC),,,,,,415 New Jersey Ave SE #1,,Washington,DC,20003,O2024,Not Applicable,2024-11-14,2500.00,,Contribution,011,C00691352,Mother on a Mission (Mom PAC),,,,,,,,, ,,,,,,,,
SB23,C00477653,B891920,,,PAC,Bringing Republican Excellence to Town PAC,,,,,,410 First St. SE 2nd Floor,,Washington,DC,20003,O2024,Not Applicable,2024-11-20,1500.00,,Contribution,011,C00483487,Bringing Republican Excellence to Town PAC,,,,,,,,, ,,,,,,,,
SB23,C00477653,B891918,,,PAC,Defend the Dream,,,,,,777 S Figueroa St Suite 4050,,Los Angeles,CA,90017,O2024,Not Applicable,2024-11-20,1000.00,,Contribution,011,C00771238,Defend the Dream,,,,,,,,, ,,,,,,,,
SB23,C00477653,B891917,,,PAC,"Latino Leaders for Equality, Growth, Opportunity, Progressive Action & Change (LLEGO-PAC)",,,,,,910 17th St NW Ste 925,,Washington,DC,20006,O2024,Not Applicable,2024-11-20,5000.00,,Contribution,011,C00576975,"Latino Leaders for Equality, Growth, Opportunity, Progressive Action & Change (LLEGO-PAC)",,,,,,,, ,,,,,,,,
SB23,C00477653,B891919,,,PAC,Oregon Frontier PAC,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,O2024,Not Applicable,2024-11-20,2500.00,,Contribution,011,C00761528,Oregon Frontier PAC,,,,,,,,, ,,,,,,,,
SB23,C00477653,B891995,,,PAC,TKJ PAC,,,,,,2817 N Jefferson Street,,Arlington,VA,22207,O2024,Not Applicable,2024-11-21,1000.00,,Contribution,011,C00784694,TKJ PAC,,,,,,,,, ,,,,,,,,
