form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00528901,SE.4491,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-08,4948.07,2024-04-08,4948.07,Direct Mail,004,C00528901,O,S4UT00217,STAGGS,TRENT,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4495,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-08,4948.07,2024-04-08,9896.14,Direct Mail,004,C00528901,O,S4UT00217,STAGGS,TRENT,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4497,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-11,4948.07,2024-04-08,14844.21,Direct Mail,004,C00528901,O,S4UT00217,STAGGS,TRENT,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4501,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-12,2032.04,2024-04-12,16876.25,Direct Mail,004,C00528901,O,S4UT00217,STAGGS,TRENT,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4503,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-12,2032.05,2024-04-12,18908.30,Direct Mail,004,C00528901,O,S4UT00282,CURTIS,JOHN,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4506,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-12,640.02,2024-04-12,19548.32,Text Messaging,004,C00528901,O,S4UT00282,CURTIS,JOHN,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4507,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-12,640.02,2024-04-12,20188.34,Text Messaging,004,C00528901,O,S4UT00217,STAGGS,TRENT,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4512,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-18,2474.03,2024-04-12,22662.37,Direct Mail,004,C00528901,O,S4UT00282,CURTIS,JOHN,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4513,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-18,2474.04,2024-04-12,25136.41,Direct Mail,004,C00528901,O,S4UT00217,STAGGS,TRENT,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
SE,C00528901,SE.4516,,,ORG,KLM Marketing LLC,,,,,,201 Mariner Way,#1033,Biddeford,ME,04005,C2024,Convention,2024-04-18,2474.03,2024-04-19,27610.44,Direct Mail,004,C00528901,O,S4UT00282,CURTIS,JOHN,,,,S,00,UT,MCINTYRE,DUSTIN,,,,2024-07-13,
