form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00835363,SB22.I9765,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,,,2023-04-11,3527.82,,NET DISTRIBUTION OF JFC PROCEEDS,,C00774281,,H2AL05102,STRONG,DALE,WHITNEY,,,H,AL,05,  ,,,,,,,
SB22,C00835363,SB22.I9766,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,,,2023-04-11,3527.82,,NET DISTRIBUTION OF JFC PROCEEDS,,C00774281,,H2AL05102,STRONG,DALE,WHITNEY,,,H,AL,05,  ,,,,,,,
SB22,C00835363,SB22.I9763,,,PAC,SECURING THE REPUBLIC FOR OUR NEXT GENERATION,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,,,2023-04-11,7559.62,,NET DISTRIBUTION OF JFC PROCEEDS,,C00823500,,,,,,,,,,,  ,,,,,,,
SB22,C00835363,SB22.I9769,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-04-11,8214.79,,NET DISTRIBUTION OF JFC PROCEEDS - BUILDING,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00835363,SB22.I9771,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-04-11,14968.05,,NET DISTRIBUTION OF JFC PROCEEDS - GENERAL,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00835363,SB22.I9767,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,,,2023-06-27,40272.34,,NET DISTRIBUTION OF JFC PROCEEDS,,C00774281,,H2AL05102,STRONG,DALE,WHITNEY,,,H,AL,05,  ,,,,,,,
SB22,C00835363,SB22.I9768,,,CCM,DALE STRONG FOR CONGRESS,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,,,2023-06-27,19035.71,,NET DISTRIBUTION OF JFC PROCEEDS,,C00774281,,H2AL05102,STRONG,DALE,WHITNEY,,,H,AL,05,  ,,,,,,,
SB22,C00835363,SB22.I9764,,,PAC,SECURING THE REPUBLIC FOR OUR NEXT GENERATION,,,,,,P.O. BOX 18502,,HUNTSVILLE,AL,35804,,,2023-06-27,21542.20,,NET DISTRIBUTION OF JFC PROCEEDS,,C00823500,,,,,,,,,,,  ,,,,,,,
SB22,C00835363,SB22.I9770,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-06-27,2233.66,,NET DISTRIBUTION OF JFC PROCEEDS - BUILDING,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00835363,SB22.I9772,,,PTY,NRCC,,,,,,320 FIRST STREET SE,.,WASHINGTON,DC,20003,,,2023-06-27,43556.09,,NET DISTRIBUTION OF JFC PROCEEDS - GENERAL,,C00075820,,,,,,,,,,,  ,,,,,,,
