form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00741041,SE.7892,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,38.10,,1111.23,Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,AZ,Stanger,Howie,,,,2024-12-05,X
SE,C00741041,SE.7894,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,38.10,,1111.22,Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,NV,Stanger,Howie,,,,2024-12-05,X
SE,C00741041,SE.7896,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,38.11,,1111.24,Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,PA,Stanger,Howie,,,,2024-12-05,X
SE,C00741041,SE.7897,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,38.11,,1111.24,Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,WI,Stanger,Howie,,,,2024-12-05,X
SE,C00741041,SE.7508,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-10-23,220.73,2024-10-23,967.05,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,WI,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7509,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-10-23,220.72,2024-10-23,967.05,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,AZ,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7510,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-10-23,220.72,2024-10-23,967.04,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,NV,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7521,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-12-23,220.73,2024-10-23,967.05,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,PA,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7511,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,144.18,2024-11-02,1111.23,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,AZ,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7512,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,144.19,2024-11-02,1111.24,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,PA,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7513,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,144.19,2024-11-02,1111.24,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,WI,Stanger,Howie,,,,2024-12-05,
SE,C00741041,SE.7514,,,ORG,IfNotNow Movement,,,,,,PO Box 170285,,Brooklyn,NY,11217,G2024,,2024-11-02,144.18,2024-11-02,1111.22,Non-Contribution Account: Staff Time,,C00741041,O,,Trump,Donald,J,,,P,,NV,Stanger,Howie,,,,2024-12-05,
