form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00661272,SB23.7659,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION ST,,CARSON CITY,NV,89703,P2024,,2023-08-31,2500.00,,Contribution,,C00496760,AMODEI FOR NEVADA,H2NV02395,AMODEI,MARK EUGENE,,,,H,NV,02,,,,,,,,
SB23,C00661272,SB23.7777,,,CCM,CISNEROS FOR CONGRESS,,,,,,P.O. BOX 40,,PLACENTIA,CA,92871,P2024,,2023-11-06,5000.00,,Contribution,,C00650648,CISNEROS FOR CONGRESS,H8CA39174,CISNEROS,GILBERT,,,,H,CA,39,,,,,,,,
SB23,C00661272,SB23.7779,,,CCM,CISNEROS FOR CONGRESS,,,,,,P.O. BOX 40,,PLACENTIA,CA,92871,G2024,,2023-12-22,5000.00,,Contribution,,C00650648,CISNEROS FOR CONGRESS,H8CA39174,CISNEROS,GILBERT,,,,H,CA,39,,,,,,,,
SB23,C00661272,SB23.7743,,,CCM,DIXON FOR CONGRESS,,,,,,PO BOX 7300,,MENLO PARK,CA,94026,P2024,,2023-12-08,5000.00,,Contribution,,C00859439,DIXON FOR CONGRESS,H4CA16247,DIXON,PETER,,,,H,CA,16,,,,,,,,
SB23,C00661272,SB23.7778,,,CCM,DIXON FOR CONGRESS,,,,,,PO BOX 7300,,MENLO PARK,CA,94026,G2024,,2023-12-22,5000.00,,Contribution,,C00859439,DIXON FOR CONGRESS,H4CA16247,DIXON,PETER,,,,H,CA,16,,,,,,,,
SB23,C00661272,SB23.7639,,,CCM,DON DAVIS FOR NC,,,,,,PO BOX 511,,SNOW HILL,NC,28580,P2024,,2023-08-22,2500.00,,Contribution,,C00795211,DON DAVIS FOR NC,H2NC02287,DAVIS,DON,,,,H,NC,01,,,,,,,,
SB23,C00661272,SB23.7690,,,CCM,DR. BRIAN WILLIAMS FOR CONGRESS,,,,,,P.O. BOX 180725,,DALLAS,TX,75218,P2024,,2023-10-11,5000.00,,Contribution,,C00840520,DR. BRIAN WILLIAMS FOR CONGRESS,H4TX32055,WILLIAMS,BRIAN,,DR.,,H,TX,32,,,,,,,,
SB23,C00661272,SB23.7663,,,CCM,"FRIENDS OF TODD YOUNG, INC.",,,,,,PO BOX 3743,,CARMEL,IN,46082,P2028,,2023-08-31,5000.00,,Contribution,,C00459255,"FRIENDS OF TODD YOUNG, INC.",S6IN00191,YOUNG,TODD CHRISTOPHER,,,,S,IN,00,,,,,,,,
SB23,C00661272,SB23.7662,,,CCM,JAKE AUCHINCLOSS FOR CONGRESS,,,,,,P.O. BOX 600698,,NEWTONVILLE,MA,02460,P2024,,2023-09-01,2500.00,,Contribution,,C00721449,JAKE AUCHINCLOSS FOR CONGRESS,H0MA04192,AUCHINCLOSS,JAKE,,,,H,MA,04,,,,,,,,
SB23,C00661272,SB23.7612,,,CCM,JIMMY PANETTA FOR CONGRESS,,,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,P2024,,2023-07-11,2500.00,,Contribution,,C00592154,JIMMY PANETTA FOR CONGRESS,H6CA20152,PANETTA,JIMMY,,,,H,CA,19,,,,,,,,
